Name,Age,Tm,Max,Pitch_num,Speed,strikeout,G,GS,W,L,IP,Lev,CH,CU,EP,FC,FF,FO,FS,FT,KC,KN,PO,SC,SI,SL
Rookie Davis,24,Cincinnati,FF,522,89.56583493282153,0.038314176245210725,7,6,1.0,3.0,24.0,MLB-NL,0.06525911708253358,0.023032629558541268,,0.1746641074856046,0.46833013435700577,,,0.16506717850287908,,,,,,0.1036468330134357
Wade Davis,31,Chicago,FF,1187,90.843803056027,0.07329401853411963,59,0,4.0,2.0,58.2,MLB-NL,,,,0.30067567567567566,0.44510135135135137,,,0.04307432432432432,0.21114864864864866,,,,,
Grant Dayton,29,Los Angeles,FF,418,88.79261083743836,0.04784688995215311,29,0,1.0,1.0,23.2,MLB-NL,,0.16009852216748768,,,0.8177339901477833,,,0.022167487684729065,,,,,,
Chase De Jong,23,Seattle,FF,458,86.25589519650661,0.028384279475982533,7,4,,3.0,28.1,MLB-AL,0.12882096069868995,0.14847161572052403,,,0.4104803493449782,,,0.17903930131004367,,,,,,0.1331877729257642
Jorge De La Rosa,36,Arizona,FF,896,88.56140939597316,0.052455357142857144,65,0,3.0,1.0,51.1,MLB-NL,,0.053691275167785234,,0.12416107382550336,0.4753914988814318,,0.3422818791946309,0.0044742729306487695,,,,,,
Jacob deGrom,29,New York,FF,3168,91.5304457793234,0.07544191919191919,31,31,15.0,10.0,201.1,MLB-NL,0.12460468058191018,0.10025300442757748,,,0.3956356736242884,,,0.15781151170145477,,,,,,0.22169512966476915
Randall Delgado,27,Arizona,FF,1050,90.55982824427485,0.05714285714285714,26,5,1.0,2.0,62.2,MLB-NL,0.26666666666666666,0.02,,,0.4380952380952381,,,0.12285714285714286,,,,,,0.1523809523809524
Matt Dermody,26,Toronto,SL,341,89.175073313783,0.04398826979472141,23,0,2.0,,22.1,MLB-AL,0.008797653958944282,0.005865102639296188,,,0.17888563049853373,,,0.3870967741935484,,,,,,0.41935483870967744
Odrisamer Despaigne,30,Miami,FF,968,88.22536231884057,0.03202479338842975,18,8,2.0,3.0,58.1,MLB-NL,0.12422360248447205,0.032091097308488616,,0.3105590062111801,0.33954451345755693,,,,,,,,0.19358178053830227,
Chris Devenski,26,Houston,FF,1413,87.4756373937677,0.07643312101910828,62,0,8.0,5.0,80.2,MLB-AL,0.3831444759206799,,,,0.4065155807365439,,,,,,,,,0.2103399433427762
Dayan Diaz,28,Houston,FF,268,91.27977528089882,0.07462686567164178,10,1,1.0,1.0,13.0,MLB-AL,0.16104868913857678,,,,0.5580524344569289,,,0.04119850187265917,,,,,,0.2397003745318352
Edwin Diaz,23,Seattle,FF,1130,94.44951197870441,0.07876106194690266,66,0,4.0,6.0,66.0,MLB-AL,,,,,0.6850044365572315,,,,,,0.0008873114463176575,,,0.31410825199645076
Jumbo Diaz,33,Tampa Bay,SL,541,91.71873840445272,0.051756007393715345,31,0,1.0,4.0,30.0,MLB-AL,,,,,0.3821892393320965,,,0.08905380333951762,,,,,,0.5287569573283859
Miguel Diaz,22,San Diego,FT,774,91.90452781371275,0.04263565891472868,31,3,1.0,1.0,41.2,MLB-NL,0.14747736093143596,,,,0.19663648124191463,,,0.4553686934023286,,,,,,0.20051746442432083
R.A. Dickey,42,Atlanta,KN,2924,78.15081796032023,0.046511627906976744,31,31,10.0,10.0,190.0,MLB-NL,,,0.017739130434782608,,0.16973913043478261,,,,,0.8121739130434783,0.00034782608695652176,,,
Jake Diekman,30,Texas,SI,188,90.78138297872337,0.06914893617021277,11,0,,,10.2,MLB-AL,,,,,,,,,,,,,0.6808510638297872,0.3191489361702128
Sean Doolittle,30,"Oakland,Washington",FF,823,93.36682867557704,0.08019441069258809,53,0,2.0,,51.1,"MLB-AL,MLB-NL",,0.002430133657351154,,,0.8784933171324423,,0.07168894289185905,,,,,,,0.04738760631834751
Oliver Drake,30,"Milwaukee,Baltimore",FF,1049,87.69847182425994,0.05910390848427073,64,0,3.0,5.0,56.0,"MLB-NL,MLB-AL",,,,,0.5143129770992366,,0.4856870229007634,,,,,,,
Brian Duensing,34,Chicago,FF,1111,85.85076784101173,0.05850585058505851,68,0,1.0,1.0,62.1,MLB-NL,0.13808664259927797,0.13447653429602888,,,0.29422382671480146,,,,,,0.0009025270758122744,,0.1931407942238267,0.23916967509025272
Tyler Duffey,26,Minnesota,FT,1126,87.98035555555573,0.05950266429840142,56,0,2.0,3.0,71.0,MLB-AL,0.05422222222222222,,,,0.23466666666666666,,,0.36,0.3511111111111111,,,,,
Danny Duffy,28,Kansas City,SL,2277,87.77625329815294,0.05709266578831796,24,24,9.0,10.0,146.1,MLB-AL,0.22867194371152155,0.006596306068601583,,,0.24758135444151275,,,0.2260334212840809,,,,,,0.2911169744942832
Zach Duke,34,St. Louis,SI,276,83.35217391304349,0.043478260869565216,27,0,1.0,1.0,18.1,MLB-NL,0.04710144927536232,0.19202898550724637,,,0.036231884057971016,,,,,,,,0.5289855072463768,0.1956521739130435
Ryan Dull,27,Oakland,FF,733,86.8454172366621,0.061391541609822645,49,0,2.0,2.0,42.0,MLB-AL,0.09972677595628415,,,,0.4931693989071038,,,,,,,,,0.40710382513661203
Mike Dunn,32,Colorado,FF,878,88.55034168564902,0.06492027334851937,68,0,5.0,1.0,50.1,MLB-NL,,0.06605922551252848,,,0.5113895216400911,,,0.00683371298405467,,,,,,0.4157175398633257
Sam Dyson,29,"Texas,San Francisco",FT,927,92.90658036677443,0.036677454153182305,55,0,4.0,10.0,54.2,"MLB-AL,MLB-NL",0.14778856526429343,0.028047464940668825,,,0.1650485436893204,,,0.47896440129449835,,,,,,0.18015102481121897
Josh Edgin,30,New York,FF,614,86.73556280587272,0.043973941368078175,46,0,,1.0,37.0,MLB-NL,0.02936378466557912,0.19575856443719414,,,0.45024469820554647,,,0.009787928221859706,,,,,,0.31484502446982054
Carl Edwards Jr.,25,Chicago,FF,1237,91.04481361426257,0.08245755860953921,73,0,5.0,4.0,66.1,MLB-NL,,0.2987854251012146,,,0.7004048582995951,,,0.0008097165991902834,,,,,,
Zach Eflin,23,Philadelphia,FT,1020,89.45722713864303,0.03431372549019608,11,11,1.0,5.0,64.1,MLB-NL,0.07480314960629922,0.11515748031496063,,,0.3051181102362205,,,0.37696850393700787,,,,,,0.1279527559055118
Jerad Eickhoff,26,Philadelphia,FF,2133,84.72045987799146,0.05532114392873887,24,24,4.0,8.0,128.0,MLB-NL,0.005161895823557016,0.327545753167527,,,0.3725950258094791,,,0.12200844673862037,,,,,,0.17268887846081651
Brian Ellington,26,Miami,FF,930,95.79031216361689,0.05161290322580645,42,0,1.0,1.0,44.2,MLB-NL,0.09032258064516129,0.15268817204301074,,,0.6365591397849463,,,0.11935483870967742,,,0.001075268817204301,,,
Paolo Espino,30,"Milwaukee,Texas",FF,438,83.41547344110853,0.045662100456621,12,2,,,24.0,"MLB-NL,MLB-AL",0.07852193995381063,0.22863741339491916,,,0.3648960739030023,,,0.19630484988452657,,,,,,0.13163972286374134
Carlos Estevez,24,Colorado,FF,583,94.76740994854204,0.0548885077186964,35,0,5.0,,32.1,MLB-NL,0.08061749571183534,,,,0.6963979416809606,,,0.04974271012006861,,,,,,0.1732418524871355
Marco Estrada,33,Toronto,FF,3246,84.73111521873064,0.054220579174368455,33,33,10.0,9.0,186.0,MLB-AL,0.3185459026494147,0.07732593961799138,,0.06900800985828712,0.5351201478743068,,,,,,,,,
Jeurys Familia,27,New York,SI,411,94.33138686131385,0.06082725060827251,26,0,2.0,2.0,24.2,MLB-NL,,,,,0.21654501216545013,,0.05596107055961071,,,,,,0.5717761557177615,0.15571776155717762
Jake Faria,23,Tampa Bay,FF,1445,87.1583911234396,0.05813148788927336,16,14,5.0,4.0,86.2,MLB-AL,,0.04371963913948647,,,0.5392088827203331,,0.1707147814018043,,,,0.002081887578070784,,,0.24427480916030533
Buck Farmer,26,Detroit,FF,900,88.10666666666671,0.05444444444444444,11,11,5.0,5.0,48.0,MLB-AL,0.16444444444444445,0.006666666666666667,,,0.4888888888888889,,,0.13111111111111112,,,,,,0.2088888888888889
Danny Farquhar,30,"Chicago,Tampa Bay",FF,889,89.04094488188973,0.05061867266591676,52,0,4.0,2.0,49.1,MLB-AL,0.33521444695259595,0.10609480812641084,,,0.5530474040632054,,,0.0056433408577878106,,,,,,
Luke Farrell,26,"Cincinnati,Kansas City",FF,246,87.20203252032516,0.036585365853658534,10,1,,,13.0,"MLB-NL,MLB-AL",0.09349593495934959,0.08130081300813008,,,0.5650406504065041,,,0.008130081300813009,,,,,,0.25203252032520324
Erick Fedde,24,Washington,SI,298,89.24999999999999,0.050335570469798654,3,3,,1.0,15.1,MLB-NL,,0.10067114093959731,,0.07718120805369127,0.053691275167785234,,0.21476510067114093,,,,,,0.4966442953020134,0.05704697986577181
Scott Feldman,34,Cincinnati,FC,1909,84.99035133717886,0.04871660555264536,21,21,7.0,7.0,111.1,MLB-NL,0.040923399790136414,0.26495278069254985,,0.33997901364113325,0.060860440713536204,,,,,,0.0005246589716684155,,0.29275970619097585,
Michael Feliz,24,Houston,FF,899,93.02981090100111,0.0778642936596218,46,0,4.0,2.0,48.0,MLB-AL,0.011123470522803115,,,,0.7174638487208009,,,,,,,,,0.271412680756396
Neftali Feliz,29,"Milwaukee,Kansas City",FF,847,92.49268004722565,0.043683589138134596,49,0,2.0,5.0,46.0,"MLB-NL,MLB-AL",0.16056670602125148,,,,0.628099173553719,,,,,,,,,0.21133412042502953
Josh Fields,31,Los Angeles,FF,911,92.16937431394078,0.06695938529088913,57,0,5.0,,57.0,MLB-NL,0.024175824175824177,,,,0.7912087912087912,,,,0.18461538461538463,,,,,
Casey Fien,33,"Seattle,Philadelphia",SL,208,89.39711538461538,0.04807692307692308,10,0,,1.0,12.0,"MLB-AL,MLB-NL",,0.15384615384615385,,,0.32211538461538464,,,0.07692307692307693,,,,,,0.44711538461538464
Mike Fiers,32,Houston,FF,2630,84.70642829973391,0.05551330798479087,29,28,8.0,10.0,153.1,MLB-AL,0.18098859315589352,0.19315589353612167,,0.039163498098859315,0.3273764258555133,,,0.20380228136882128,,,,,,0.05551330798479087
Brandon Finnegan,24,Cincinnati,SI,241,90.19917012448136,0.06639004149377593,4,4,1.0,1.0,13.0,MLB-NL,0.18672199170124482,,,,0.26141078838174275,,,,,,,,0.42323651452282157,0.12863070539419086
Doug Fister,33,Boston,SI,1569,85.73919694072656,0.05353728489483748,18,15,5.0,9.0,90.1,MLB-AL,0.07074569789674952,0.16953473550031867,,0.16443594646271512,0.007010834926704908,,,,,,,,0.5882727852135118,
Jack Flaherty,21,St. Louis,FF,358,88.45056179775275,0.055865921787709494,6,5,,2.0,21.1,MLB-NL,0.05898876404494382,,,,0.2949438202247191,,,0.25842696629213485,0.13764044943820225,,,,,0.25
Chris Flexen,22,New York,FT,911,89.04785949506025,0.03951701427003293,14,9,3.0,6.0,48.0,MLB-NL,0.0845225027442371,0.08781558726673985,,,0.1942919868276619,,,0.424807903402854,,,,,,0.20856201975850713
Mike Foltynewicz,25,Atlanta,FF,2770,90.84153123871441,0.05162454873646209,29,28,10.0,13.0,154.0,MLB-NL,0.0559971098265896,0.11632947976878613,,,0.38764450867052025,,,0.2153179190751445,,,,,,0.22471098265895953
Kyle Freeland,24,Colorado,FT,2573,89.61590285938121,0.041585697629226585,33,28,11.0,11.0,156.0,MLB-NL,0.07638072855464159,0.038386212299255776,,,0.2620446533490012,,,0.3662358010184097,,,,,,0.25695260477869175
Sam Freeman,30,Atlanta,FF,950,91.00972515856226,0.06210526315789474,58,0,2.0,,60.0,MLB-NL,,0.2219873150105708,,,0.3953488372093023,,0.2040169133192389,0.17864693446088795,,,,,,
Max Fried,23,Atlanta,FF,422,86.7417061611374,0.052132701421800945,9,4,1.0,1.0,26.0,MLB-NL,0.0971563981042654,0.27014218009478674,,0.04976303317535545,0.5710900473933649,,,0.011848341232227487,,,,,,
Carson Fulmer,23,Chicago,FF,427,89.97728337236533,0.04449648711943794,7,5,3.0,1.0,23.1,MLB-AL,0.1053864168618267,0.12412177985948478,,0.24121779859484777,0.49414519906323184,,,0.0351288056206089,,,,,,
Michael Fulmer,24,Detroit,FT,2479,92.81221188839469,0.045986284792254944,25,25,10.0,12.0,164.2,MLB-AL,0.1888394662353417,,,,0.2672866963202588,,,0.3291548726243429,0.004852405984634048,,,,,0.20986655883542257
Yovani Gallardo,31,Seattle,FF,2291,88.9460797196672,0.04103011785246617,28,22,5.0,10.0,130.2,MLB-AL,0.09986859395532194,0.17608409986859397,,,0.31625054752518617,,,0.19229084537888744,,,,,,0.21550591327201052
Giovanny Gallegos,25,New York,FF,363,90.35234159779614,0.06060606060606061,16,0,,1.0,20.1,MLB-AL,0.049586776859504134,,,,0.6363636363636364,,,,,,,,,0.3140495867768595
John Gant,24,St. Louis,FT,290,88.82206896551725,0.03793103448275862,7,2,,1.0,17.1,MLB-NL,0.19655172413793104,0.09310344827586207,,,0.32068965517241377,,,0.3310344827586207,,,,,,0.05862068965517241
Jaime Garcia,30,"Atlanta,New York,Minnesota",FT,2474,87.06092419943256,0.05335489086499596,27,27,5.0,10.0,157.2,"MLB-NL,MLB-AL",0.18727199027158492,0.06931495743818403,,0.047020672882042966,0.27807053100932305,,,0.2805026347790839,,,,,,0.1378192136197811
Jarlin Garcia,24,Miami,FF,892,90.10762331838555,0.04708520179372197,68,0,1.0,2.0,53.1,MLB-NL,0.1860986547085202,,,,0.49327354260089684,,,0.004484304932735426,,,,,,0.31614349775784756
Luis Garcia,30,Philadelphia,FF,997,92.92369477911647,0.06018054162487462,66,0,2.0,5.0,71.1,MLB-NL,,,,,0.32028112449799195,,0.13253012048192772,0.3102409638554217,,,,,,0.23694779116465864
Amir Garrett,25,Cincinnati,FF,1236,87.23838056680154,0.050970873786407765,16,14,3.0,8.0,70.2,MLB-NL,0.14736842105263157,,,,0.611336032388664,,,0.009716599190283401,,,,,,0.23157894736842105
Ryan Garton,27,"Seattle,Tampa Bay",FF,353,89.29943342776207,0.0453257790368272,20,0,,1.0,22.0,MLB-AL,0.019830028328611898,0.11614730878186968,,0.32294617563739375,0.5410764872521246,,,,,,,,,
Matt Garza,33,Milwaukee,FF,1910,87.36748691099474,0.041361256544502616,24,22,6.0,9.0,114.2,MLB-NL,0.05759162303664921,0.10471204188481675,,,0.4356020942408377,,,0.17015706806282724,,,,,,0.2319371727748691
Kevin Gausman,26,Baltimore,FF,3357,91.05628545834583,0.053321417932677986,34,34,11.0,12.0,186.2,MLB-AL,,,,,0.6505376344086021,,0.21356033452807646,0.0002986857825567503,,,,,,0.13560334528076465
Sam Gaviglio,27,"Kansas City,Seattle",SI,1169,85.8600171232877,0.041916167664670656,16,13,4.0,5.0,74.1,MLB-AL,0.0976027397260274,0.1327054794520548,,,0.017123287671232876,,,,,,0.0008561643835616438,,0.547945205479452,0.20376712328767124
Cory Gearrin,31,San Francisco,SI,1069,88.60938086303936,0.05986903648269411,68,0,4.0,3.0,68.0,MLB-NL,0.10767790262172285,,,,0.0018726591760299626,,,,,,,,0.5468164794007491,0.34363295880149813
Dillon Gee,31,"Minnesota,Texas",FF,801,86.61148564294633,0.05118601747815231,18,4,3.0,2.0,49.1,MLB-AL,0.1523096129837703,,,0.2184769038701623,0.2933832709113608,,,0.17478152309612985,0.16104868913857678,,,,,
Domingo German,24,New York,FF,253,90.5332015810277,0.07114624505928854,7,0,,1.0,14.1,MLB-AL,0.2134387351778656,0.28063241106719367,,,0.391304347826087,,,0.11462450592885376,,,,,,
Kyle Gibson,29,Minnesota,FT,2610,88.2453430433115,0.04636015325670498,29,29,12.0,10.0,158.0,MLB-AL,0.14564967420467612,0.10348792640858566,,,0.2246071291682637,,,0.35415868148715984,,,,,,0.17209658873131467
Ken Giles,26,Houston,FF,1116,93.0262544802868,0.08333333333333333,63,0,1.0,3.0,62.2,MLB-AL,0.0008960573476702509,,,,0.5412186379928315,,,,,,,,,0.4578853046594982
Lucas Giolito,22,Chicago,FF,704,87.88815977175473,0.048295454545454544,7,7,3.0,3.0,45.1,MLB-AL,0.16405135520684735,0.11412268188302425,,,0.4950071326676177,,,0.10271041369472182,,,,,,0.12410841654778887
Mychal Givens,27,Baltimore,FF,1326,93.00188821752256,0.06636500754147813,69,0,8.0,1.0,78.2,MLB-AL,0.0907715582450832,,,0.01739788199697428,0.7027231467473525,,,0.0022692889561270802,,,0.0007564296520423601,,,0.18608169440242056
Tyler Glasnow,23,Pittsburgh,FF,1220,90.31377049180335,0.04590163934426229,15,13,2.0,7.0,62.0,MLB-NL,0.10327868852459017,0.2278688524590164,,,0.3377049180327869,,,0.330327868852459,,,0.000819672131147541,,,
Koda Glover,24,Washington,SL,317,93.00225080385849,0.05362776025236593,23,0,,1.0,19.1,MLB-NL,0.06430868167202572,0.08360128617363344,,,0.2765273311897106,,,,,,,,0.09646302250803858,0.4790996784565916
Zack Godley,27,Arizona,KC,2536,87.54849445324881,0.06703470031545741,26,25,8.0,9.0,155.0,MLB-NL,0.07290015847860538,0.0035657686212361333,,0.14461172741679873,0.14817749603803487,,,,0.35578446909667194,,0.0003961965134706815,,0.2745641838351823,
Erik Goeddel,28,New York,FF,501,87.04750499001997,0.0658682634730539,33,0,,1.0,29.0,MLB-NL,0.3532934131736527,0.18562874251497005,,,0.4590818363273453,,,,,,,,,0.001996007984031936
Luiz Gohara,20,Atlanta,FF,432,91.49282407407406,0.07175925925925926,5,5,1.0,3.0,29.1,MLB-NL,0.09953703703703703,,,,0.47685185185185186,,,0.09490740740740741,,,,,,0.3287037037037037
Brad Goldberg,27,Chicago,SI,262,93.42366412213747,0.011450381679389313,11,0,,,12.0,MLB-AL,0.13740458015267176,,,,0.24427480916030533,,,,,,,,0.35877862595419846,0.2595419847328244
Jeanmar Gomez,29,Philadelphia,SI,363,87.98891966759012,0.05785123966942149,18,0,3.0,2.0,22.1,MLB-NL,0.2409972299168975,,,,0.0332409972299169,,,,,,,,0.592797783933518,0.1329639889196676
Marco Gonzales,25,"Seattle,St. Louis",SI,701,87.3228245363765,0.0456490727532097,11,8,1.0,1.0,40.0,"MLB-AL,MLB-NL",0.31098430813124106,0.16547788873038516,,,,,,,,,,,0.5235378031383737,
Gio Gonzalez,31,Washington,FF,3514,84.70250855188127,0.056630620375640296,32,32,15.0,9.0,201.0,MLB-NL,0.18803418803418803,0.250997150997151,,,0.3572649572649573,,,0.2037037037037037,,,,,,
Miguel Gonzalez,33,"Chicago,Texas",FF,2531,86.97641472101303,0.039510075069142635,27,27,8.0,13.0,156.0,MLB-AL,0.004352987732489117,0.16778789077958053,,,0.2623664424218441,,0.11713494261970717,0.23426988523941433,,,,,,0.21408785120696477
Nick Goody,25,Cleveland,FF,901,87.67522321428571,0.07991120976692564,56,0,1.0,2.0,54.2,MLB-AL,,,,,0.5239687848383501,,,,,,,,,0.4760312151616499
Daniel Gossett,24,Oakland,FF,1581,87.17556962025307,0.04554079696394687,18,18,4.0,11.0,91.1,MLB-AL,0.10379746835443038,0.15,,,0.34240506329113923,,,0.1860759493670886,,,,,,0.21772151898734177
Matt Grace,28,Washington,SI,753,88.74880319148933,0.041168658698539175,40,1,1.0,,50.0,MLB-NL,0.047872340425531915,,,,0.006648936170212766,,,,,,,,0.7061170212765957,0.2393617021276596
Kendall Graveman,26,Oakland,SI,1675,91.27021531100469,0.041791044776119404,19,19,6.0,4.0,105.1,MLB-AL,0.10724985020970641,,,0.1384062312762133,0.035350509286998205,,,,,,,,0.6632714200119832,0.05572198921509886
Jon Gray,25,Colorado,FF,1874,91.8947115384616,0.060832443970117396,20,20,10.0,4.0,111.0,MLB-NL,0.021356113187399894,0.1398825413774693,,,0.5621996796583022,,,0.0037373198077949813,,,,,,0.27282434596903365
Sonny Gray,27,"Oakland,New York",FT,2822,89.57873094647272,0.05634301913536499,27,27,10.0,12.0,163.0,MLB-AL,0.09003899326479972,0.12903225806451613,,0.0003544842254519674,0.2881956752924495,,,0.32328961361219427,,,0.0003544842254519674,,,0.1687344913151365
Chad Green,26,New York,FF,1302,93.15964506172823,0.08755760368663594,40,1,5.0,,69.0,MLB-AL,0.006944444444444444,,,0.07716049382716049,0.6929012345679012,,,0.008487654320987654,,,,,,0.21450617283950618
Shane Greene,28,Detroit,FT,1077,90.38727948003718,0.06778087279480037,71,0,4.0,3.0,67.2,MLB-AL,,0.008356545961002786,,0.1541318477251625,0.04456824512534819,,,0.5171773444753947,,,,,,0.2757660167130919
Luke Gregerson,33,Houston,FT,1038,85.80106485963212,0.07225433526011561,65,0,2.0,3.0,61.0,MLB-AL,0.01447876447876448,,,,0.05501930501930502,,,0.46814671814671815,,,0.0019305019305019305,,,0.46042471042471045
Zack Greinke,33,Arizona,FF,3326,86.39412650602407,0.0661455201443175,32,32,17.0,7.0,202.1,MLB-NL,0.16079494128274616,0.12646793134598014,0.00662451068955134,,0.3908461306835291,,,0.09093646492020475,,,,,,0.22433002107798855
A.J. Griffin,29,Texas,FF,1322,79.77350492051478,0.046142208774583963,18,15,6.0,6.0,77.1,MLB-AL,0.11127933383800151,0.303557910673732,,0.05677517032551098,0.5170325510976533,,,0.011355034065102196,,,,,,
Jason Grilli,40,"Texas,Toronto",FF,800,88.62744360902259,0.06,46,0,2.0,5.0,40.0,MLB-AL,0.02506265664160401,,,,0.6077694235588973,,,0.03007518796992481,,,,,,0.33709273182957394
Justin Grimm,28,Chicago,FF,964,89.3818561001042,0.061203319502074686,50,0,1.0,2.0,55.1,MLB-NL,,0.42022940563086547,,,0.5119916579770595,,,0.051094890510948905,,,,,,0.016684045881126174
Robert Gsellman,23,New York,FT,2049,89.98353688324397,0.04001952171791118,25,22,8.0,7.0,119.2,MLB-NL,0.09965803615046409,0.11480214948705422,,,0.14069369809477283,,,0.49047386419149974,,,,,,0.15437225207620908
Reymin Guduan,25,Houston,FF,324,91.9777777777778,0.04938271604938271,22,0,,,16.0,MLB-AL,,,,,0.6388888888888888,,,,,,,,,0.3611111111111111
Deolis Guerra,28,Los Angeles,FF,424,85.94549763033173,0.05188679245283019,19,0,2.0,2.0,25.0,MLB-AL,0.38388625592417064,0.04976303317535545,,,0.3886255924170616,,,0.002369668246445498,,,,,,0.17535545023696683
Javy Guerra,31,Miami,FF,320,88.9702194357367,0.0375,16,0,1.0,1.0,21.0,MLB-NL,0.05956112852664577,0.09404388714733543,,0.01567398119122257,0.5391849529780565,,,,,,,,,0.29153605015673983
Junior Guerra,32,Milwaukee,FF,1238,88.67964458804516,0.05411954765751212,21,14,1.0,4.0,70.1,MLB-NL,,,,,0.45153473344103395,,0.24717285945072698,0.19305331179321486,,,,,,0.10823909531502424
Josh Hader,23,Milwaukee,FF,779,92.12120822622103,0.08729139922978177,35,0,2.0,3.0,47.2,MLB-NL,0.07583547557840617,,,,0.7994858611825193,,,0.011568123393316195,,,,,,0.11311053984575835
Jesse Hahn,27,Oakland,FT,1209,88.82584921292461,0.045492142266335814,14,13,3.0,6.0,69.2,MLB-AL,0.10513245033112582,0.1763245033112583,,,0.04470198675496689,,,0.5745033112582781,,,0.0008278145695364238,,,0.09850993377483444
Justin Haley,26,Minnesota,FF,330,86.40606060606062,0.04242424242424243,10,0,,,18.0,MLB-AL,0.14242424242424243,0.09393939393939393,,,0.6515151515151515,,,,,,,,,0.11212121212121212
Cole Hamels,33,Texas,FF,2312,87.87278234530503,0.04541522491349481,24,24,11.0,6.0,148.0,MLB-AL,0.20726958026828213,0.1293812202509736,,0.18952834270878408,0.24102120294244916,,,0.23279965382951104,,,,,,
Jason Hammel,34,Kansas City,SL,3029,87.82079043507152,0.04787058435127105,32,32,8.0,13.0,180.1,MLB-AL,0.035844673083305675,0.0949220046465317,,,0.20643876535014935,,,0.2940590773315632,,,,,,0.36873547958845004
Brad Hand,27,San Diego,SL,1201,87.56180150125103,0.08659450457951708,72,0,3.0,4.0,79.1,MLB-NL,0.0008340283569641367,0.03669724770642202,,,0.2652210175145955,,,0.24603836530442036,,,,,,0.451209341117598
J.A. Happ,34,Toronto,FF,2487,89.73071658615153,0.057096903900281465,25,25,10.0,11.0,145.1,MLB-AL,0.11549295774647887,0.05271629778672032,,,0.4301810865191147,,,0.27887323943661974,,,,,,0.1227364185110664
Blaine Hardy,30,Detroit,FF,593,84.81942567567573,0.047217537942664416,35,0,1.0,,33.1,MLB-AL,0.2719594594594595,0.14020270270270271,,0.14020270270270271,0.44763513513513514,,,,,,,,,
Will Harris,32,Houston,FC,758,88.5986684420773,0.07255936675461741,46,0,3.0,2.0,45.1,MLB-AL,,0.3090185676392573,,0.41909814323607425,0.2718832891246684,,,,,,,,,
Donnie Hart,26,Baltimore,SI,709,82.27715091678415,0.04090267983074753,51,0,2.0,,43.2,MLB-AL,0.17207334273624825,,,,,,,,,,,,0.4795486600846262,0.34837799717912554
Matt Harvey,28,New York,FT,1686,90.87822724568701,0.039739027283511266,19,18,5.0,7.0,92.2,MLB-NL,0.12492563950029745,0.07079119571683522,,,0.28970850684116595,,,0.2908982748364069,,,0.000594883997620464,,,0.223081499107674
Chris Hatcher,32,"Los Angeles,Oakland",FF,1009,90.80218253968259,0.062438057482656094,49,0,1.0,2.0,59.2,"MLB-NL,MLB-AL",,0.0248015873015873,,0.027777777777777776,0.4930555555555556,,0.20734126984126985,0.000992063492063492,,,,,,0.24603174603174602
Andrew Heaney,26,Los Angeles,SI,415,87.93542168674699,0.06506024096385542,5,5,1.0,2.0,21.2,MLB-AL,0.2246376811594203,0.16183574879227053,,,,,,,,,,,0.6135265700483091,
Ben Heller,25,New York,FF,181,89.25635359116022,0.049723756906077346,9,0,1.0,,11.0,MLB-AL,0.15469613259668508,0.3314917127071823,,,0.5138121546961326,,,,,,,,,
Jeremy Hellickson,30,"Baltimore,Philadelphia",FF,2618,85.38453568687645,0.03666921313980138,30,30,8.0,11.0,164.0,"MLB-AL,MLB-NL",0.3027628549501151,,,0.1239447429009977,0.3733691481197237,,,0.07329240214888719,0.12624712202609362,,,,,0.0003837298541826554
Heath Hembree,28,Boston,FF,1113,91.72406563354602,0.06289308176100629,62,0,2.0,3.0,62.0,MLB-AL,,0.08933454876937101,,,0.5378304466727438,,,0.010027347310847767,,,,,,0.3628076572470374
Kyle Hendricks,27,Chicago,SI,2545,83.07940828402366,0.055402750491159135,24,24,7.0,5.0,139.2,MLB-NL,0.27387529597474347,0.07458563535911603,,0.010260457774269928,0.23125493291239146,,,,,,,,0.4100236779794791,
Liam Hendriks,28,Oakland,FF,1164,92.52426850258166,0.06701030927835051,70,0,4.0,2.0,64.0,MLB-AL,0.004299226139294927,0.0352536543422184,,,0.641444539982803,,,0.09888220120378331,,,,,,0.22012037833190026
Ariel Hernandez,25,Cincinnati,FF,434,94.51244239631342,0.06682027649769585,19,0,,,24.1,MLB-NL,0.06451612903225806,0.2672811059907834,,,0.6566820276497696,,,0.01152073732718894,,,,,,
David Hernandez,32,"Los Angeles,Arizona",FF,822,89.29171741778318,0.06447688564476886,64,0,3.0,1.0,55.0,"MLB-AL,MLB-NL",,0.23020706455542023,,,0.27527405602923266,,,0.24604141291108406,,,,,,0.24847746650426308
Felix Hernandez,31,Seattle,CH,1382,86.72178002894344,0.056439942112879886,16,16,6.0,5.0,86.2,MLB-AL,0.25923244026068065,0.21433743664011587,,,0.2165097755249819,,,,,,,,0.22592324402606806,0.08399710354815351
Kelvin Herrera,27,Kansas City,FF,994,94.82694248234108,0.056338028169014086,64,0,3.0,3.0,59.1,MLB-AL,0.1782477341389728,,,,0.4078549848942598,,,0.30614300100704933,,,,,,0.10775427995971802
Trevor Hildenberger,26,Minnesota,SI,653,82.89555895865242,0.06738131699846861,37,0,3.0,3.0,42.0,MLB-AL,0.34150076569678406,,,,0.08116385911179173,,,,,,,,0.42879019908116384,0.14854517611026033
