Name,Age,Tm,Max,Pitch_num,Speed,strikeout,G,GS,W,L,IP,Lev,CH,CU,EP,FC,FF,FO,FS,FT,KC,KN,PO,SC,SI,SL
Zach Neal,28,Oakland,FT,244,87.59303278688525,0.040983606557377046,6,0,,,14.2,MLB-AL,0.13934426229508196,0.045081967213114756,,0.20081967213114754,0.08196721311475409,,,0.5327868852459017,,,,,,
Jimmy Nelson,28,Milwaukee,SI,2752,90.95717920756091,0.07231104651162791,29,29,12.0,6.0,175.1,MLB-NL,0.024354780079970918,,,0.0003635041802980734,0.28789531079607417,,,,0.18938567793529626,,,,0.3242457288258815,0.1737549981824791
Hector Neris,28,Philadelphia,FS,1232,90.69439480097478,0.0698051948051948,74,0,4.0,5.0,74.2,MLB-NL,,,,,0.3704305442729488,,0.512591389114541,0.11454102355808286,,,,,,0.002437043054427295
Pat Neshek,36,"Philadelphia,Colorado",SL,962,86.11675338189384,0.07380457380457381,71,0,5.0,3.0,62.1,MLB-NL,0.02497398543184183,,,,,,,,,,,,0.449531737773153,0.5254942767950052
Dovydas Neverauskas,24,Pittsburgh,FF,422,92.7975669099757,0.04028436018957346,24,0,1.0,1.0,25.1,MLB-NL,0.0024330900243309003,0.22384428223844283,,,0.5888077858880778,,,,,,,,,0.18491484184914841
Sean Newcomb,24,Atlanta,FF,1831,89.03691971600223,0.05898416166029492,19,19,4.0,9.0,100.0,MLB-NL,0.1081376297105407,0.21572910977607865,,,0.6318951392681594,,,,,,,,,0.04423812124522119
Juan Nicasio,30,"St. Louis,Pittsburgh,Philadelphia",FF,1227,93.39942100909842,0.05867970660146699,76,0,5.0,5.0,72.1,MLB-NL,0.01818181818181818,,,,0.5859504132231405,,,0.1371900826446281,,,0.0008264462809917355,,,0.2578512396694215
Justin Nicolino,25,Miami,FF,840,86.76293206197853,0.030952380952380953,20,8,2.0,3.0,48.0,MLB-NL,0.2026221692491061,0.16924910607866508,,0.10011918951132301,0.5280095351609059,,,,,,,,,
Aaron Nola,24,Philadelphia,FF,2665,86.22218468468469,0.06904315196998125,27,27,12.0,11.0,168.0,MLB-NL,0.1554054054054054,0.3078078078078078,,,0.3246996996996997,,,0.2120870870870871,,,,,,
Ricky Nolasco,34,Los Angeles,FT,3091,85.07847896440131,0.046263345195729534,33,33,6.0,15.0,181.0,MLB-AL,,,,,0.1928802588996764,,0.15016181229773462,0.2906148867313916,0.09288025889967638,,0.00032362459546925567,,,0.27313915857605175
Bud Norris,32,Los Angeles,FC,1103,90.76855059252512,0.06708975521305531,59,3,2.0,6.0,62.0,MLB-AL,0.0018165304268846503,,,0.3469573115349682,0.24250681198910082,,,0.20435967302452315,,,0.0009082652134423251,,,0.20345140781108084
Daniel Norris,24,Detroit,FF,1827,89.3752052545155,0.04707170224411604,22,18,5.0,8.0,101.2,MLB-AL,0.12431544359255203,0.09748083242059145,,,0.5334063526834611,,,0.013691128148959474,,,,,,0.23110624315443593
Ivan Nova,30,Pittsburgh,FT,2677,89.44447031431896,0.04893537542024654,31,31,11.0,14.0,187.0,MLB-NL,0.09817617384555685,0.22118742724097787,,,0.25223127667830814,,,0.42801707411719053,,,0.00038804811796662784,,,
Vidal Nuno,29,Baltimore,SL,305,85.03081967213123,0.04262295081967213,12,0,,1.0,14.2,MLB-AL,0.06557377049180328,0.07540983606557378,,,0.2786885245901639,,,0.05573770491803279,,,,,,0.5245901639344263
Darren O'Day,34,Baltimore,SL,1011,84.13481701285855,0.0751730959446093,64,0,2.0,3.0,60.1,MLB-AL,,0.0009891196834817012,,,0.3630069238377844,,,,,,0.0009891196834817012,,0.17408506429277942,0.4609297725024728
Eric O'Flaherty,32,Atlanta,SI,301,88.31925675675677,0.04983388704318937,22,0,,,18.1,MLB-NL,,,,,0.15151515151515152,,,,,,,,0.49158249158249157,0.3569023569023569
Chris O'Grady,27,Miami,FF,552,83.2379310344829,0.05434782608695652,13,6,2.0,1.0,33.0,MLB-NL,0.14363636363636365,0.07818181818181819,,0.3690909090909091,0.40545454545454546,,,0.0036363636363636364,,,,,,
Scott Oberg,27,Colorado,FF,1000,93.01640000000006,0.057,66,0,,1.0,58.1,MLB-NL,0.089,0.004,,,0.457,,,0.107,,,,,,0.343
Jake Odorizzi,27,Tampa Bay,FF,2627,87.15114416475976,0.048344118766653975,28,28,10.0,8.0,143.1,MLB-AL,,0.058307926829268296,,0.11661585365853659,0.49390243902439024,,0.22599085365853658,,,,0.0007621951219512195,,,0.10442073170731707
Seunghwan Oh,34,St. Louis,FF,1030,89.77327502429526,0.05242718446601942,62,0,1.0,6.0,59.1,MLB-NL,0.07482993197278912,0.0184645286686103,,0.2565597667638484,0.608357628765792,,,0.0029154518950437317,,,0.0009718172983479105,,,0.037900874635568516
Steven Okert,25,San Francisco,FF,461,88.52608695652171,0.04772234273318872,44,0,1.0,1.0,27.0,MLB-NL,0.043478260869565216,0.017391304347826087,,0.1934782608695652,0.34130434782608693,,,0.20217391304347826,,,,,,0.20217391304347826
Tyler Olson,27,Cleveland,CU,327,82.06748466257665,0.06116207951070336,30,0,1.0,,20.0,MLB-AL,0.19631901840490798,0.41411042944785276,,,0.30368098159509205,,,,,,,,0.08588957055214724,
Josh Osich,28,San Francisco,FF,761,89.42671052631582,0.056504599211563734,54,0,3.0,2.0,43.1,MLB-NL,0.0881578947368421,,,0.09736842105263158,0.4934210526315789,,,0.05131578947368421,,,,,,0.26973684210526316
Roberto Osuna,22,Toronto,FF,961,91.0938477580813,0.08636836628511967,66,0,3.0,4.0,64.0,MLB-AL,0.04171011470281543,,,0.2638164754953076,0.2940563086548488,,,0.1553701772679875,,,,,,0.24504692387904067
Dan Otero,32,Cleveland,SI,849,88.44970344009509,0.0447585394581861,52,0,3.0,,60.0,MLB-AL,0.09845788849347568,,,,0.14827995255041518,,,,,,,,0.6571767497034401,0.09608540925266904
Adam Ottavino,31,Colorado,SL,1052,88.15843660629163,0.05988593155893536,63,0,2.0,3.0,53.1,MLB-NL,,,,0.028598665395614873,0.3336510962821735,,,0.1754051477597712,,,,,,0.46234509056244044
Dillon Overton,25,"Seattle,San Diego",FF,374,84.62967914438497,0.029411764705882353,10,2,,1.0,23.0,"MLB-AL,MLB-NL",0.3181818181818182,0.11764705882352941,,,0.5588235294117647,,,0.0053475935828877,,,,,,
Emilio Pagan,26,Seattle,FF,717,90.73170391061444,0.07810320781032078,34,0,2.0,3.0,50.1,MLB-AL,0.0223463687150838,,,,0.6396648044692738,,,0.04748603351955307,,,,,,0.2905027932960894
Eduardo Paredes,22,Los Angeles,FF,356,89.67971830985913,0.047752808988764044,18,0,,1.0,22.1,MLB-AL,0.12429378531073447,,,,0.4774011299435028,,,0.1497175141242938,,,,,,0.24858757062146894
Blake Parker,32,Los Angeles,FF,1068,88.7927152317881,0.08052434456928839,71,0,3.0,3.0,67.1,MLB-AL,,0.0830188679245283,,,0.5924528301886792,,0.3169811320754717,0.006603773584905661,,,0.0009433962264150943,,,
David Paulino,23,Houston,FF,529,85.91534090909092,0.06427221172022685,6,6,2.0,,29.0,MLB-AL,0.14555765595463138,0.166351606805293,,,0.45935727788279773,,,,,,0.001890359168241966,,,0.22684310018903592
James Paxton,28,Seattle,FF,2268,91.37394957983176,0.06878306878306878,24,24,12.0,5.0,136.0,MLB-AL,0.02431476569407604,,,0.10698496905393456,0.6547303271441203,,,,0.21396993810786913,,,,,
James Pazos,26,Seattle,SI,929,92.05555555555557,0.06996770721205597,59,0,4.0,5.0,53.2,MLB-AL,,,,,,,,,,,,,0.7431991294885746,0.25680087051142547
Brad Peacock,29,Houston,SL,2486,87.00933601609675,0.07119871279163315,34,21,13.0,2.0,132.0,MLB-AL,0.043058350100603625,,,,0.2655935613682093,,,0.2659959758551308,0.07364185110663984,,0.00040241448692152917,,,0.35130784708249496
Mike Pelfrey,33,Chicago,SI,2291,86.09886264216959,0.034482758620689655,34,21,3.0,12.0,120.0,MLB-AL,,0.14960629921259844,,,0.005249343832020997,,0.13560804899387577,,,,,,0.5879265091863517,0.1216097987751531
Felix Pena,27,Chicago,FF,605,90.1264462809918,0.06115702479338843,25,0,1.0,,34.1,MLB-NL,0.06942148760330578,,,,0.6578512396694215,,,,,,,,,0.2727272727272727
Wandy Peralta,25,Cincinnati,FF,1017,91.82128078817736,0.05604719764011799,69,0,3.0,4.0,64.2,MLB-NL,0.1980295566502463,,,,0.48669950738916257,,,0.04532019704433497,,,,,,0.26995073891625615
Wily Peralta,28,Milwaukee,FF,1121,90.9818019625335,0.0463871543264942,19,8,5.0,4.0,57.1,MLB-NL,0.03300624442462088,0.030330062444246207,,,0.3648528099910794,,,0.22033898305084745,,,,,,0.3514719000892061
Luis Perdomo,24,San Diego,FT,2558,90.57253134796244,0.046129788897576234,29,29,8.0,11.0,164.1,MLB-NL,,,,,0.08307210031347963,,0.06191222570532915,0.5466300940438872,,,,,,0.3083855799373041
Martin Perez,26,Texas,FT,3097,88.93209437621199,0.03713270907329674,32,32,13.0,12.0,185.0,MLB-AL,0.20381753477838888,0.11290844386929796,,,0.23325784535748947,,,0.3539307667421546,,,,,,0.09608540925266904
Oliver Perez,35,Washington,SL,607,87.10746268656726,0.0642504118616145,50,0,,,33.0,MLB-NL,,,,,0.3117744610281924,,,,,,,,0.2620232172470978,0.4262023217247098
Dillon Peters,24,Miami,CU,519,85.79826589595369,0.05202312138728324,6,6,1.0,2.0,31.1,MLB-NL,0.12716763005780346,0.3737957610789981,,,0.31213872832369943,,,0.18689788053949905,,,,,,
Yusmeiro Petit,32,Los Angeles,FF,1347,85.14230483271373,0.07498144023756496,60,1,5.0,2.0,91.1,MLB-AL,0.16951672862453532,0.2037174721189591,,0.15613382899628253,0.46319702602230484,,,0.006691449814126394,,,0.0007434944237918215,,,
Jake Petricka,29,Chicago,FT,481,92.21987447698747,0.05405405405405406,27,0,1.0,1.0,25.2,MLB-AL,0.2405857740585774,,,,0.11297071129707113,,,0.5941422594142259,,,,,,0.05230125523012552
David Phelps,30,"Miami,Seattle",FF,971,90.95252317198768,0.06385169927909372,54,0,4.0,5.0,55.2,"MLB-NL,MLB-AL",0.007209062821833162,,,0.2811534500514933,0.36251287332646753,,,0.16065911431513905,0.18846549948506694,,,,,
Tyler Pill,27,New York,SI,390,85.19742930591255,0.041025641025641026,7,3,,3.0,22.0,MLB-NL,0.12596401028277635,0.09511568123393316,,,0.11825192802056556,,,,,,,,0.4267352185089974,0.23393316195372751
Michael Pineda,28,New York,FF,1553,89.87858064516134,0.0592401802962009,17,17,8.0,4.0,96.1,MLB-AL,0.1335483870967742,,,,0.4780645161290323,,,0.007741935483870968,,,0.0012903225806451613,,,0.3793548387096774
Ricardo Pinto,23,Philadelphia,FF,576,91.94375000000008,0.043402777777777776,25,0,1.0,2.0,29.2,MLB-NL,0.3020833333333333,,,,0.3871527777777778,,,0.1909722222222222,,,,,,0.11979166666666667
Nick Pivetta,24,Philadelphia,FF,2439,90.14928190398022,0.05740057400574006,26,26,8.0,10.0,133.0,MLB-NL,0.040623717685679114,,,,0.5391875256462865,,,0.12146081247435371,0.14813295034878948,,,,,0.15059499384489125
Drew Pomeranz,28,Boston,FF,3127,86.4914054927302,0.055964182922929324,32,32,17.0,6.0,173.2,MLB-AL,0.014234875444839857,,,0.056615981882885795,0.5296020705273374,,,0.02879327078615335,0.37075380135878355,,,,,
Rick Porcello,28,Boston,FF,3465,86.7592238633074,0.05339105339105339,33,33,11.0,17.0,203.1,MLB-AL,0.08516801853997683,0.15295480880648898,0.00028968713789107763,,0.3383545770567787,,,0.253765932792584,,,0.00028968713789107763,,,0.16917728852838934
Brooks Pounders,26,Los Angeles,FF,214,89.41962616822437,0.056074766355140186,11,0,1.0,,10.1,MLB-AL,0.028037383177570093,0.03271028037383177,,,0.4158878504672897,,,0.11682242990654206,,,,,,0.40654205607476634
Ryan Pressly,28,Minnesota,FF,890,91.32842696629216,0.06853932584269663,57,0,2.0,3.0,61.1,MLB-AL,,0.2662921348314607,,,0.4449438202247191,,,0.10786516853932585,,,,,,0.18089887640449437
David Price,31,Boston,FT,1348,91.05360594795525,0.06083086053412463,16,11,6.0,3.0,74.2,MLB-AL,0.14646840148698884,,,0.2171003717472119,0.10037174721189591,,,0.4765799256505576,0.05947955390334572,,,,,
Austin Pruitt,27,Tampa Bay,FF,1333,87.94432757325316,0.04951237809452363,30,8,7.0,5.0,83.0,MLB-AL,0.13653413353338334,0.15153788447111777,,,0.350337584396099,,,0.07201800450112528,,,0.0015003750937734434,,,0.2880720180045011
Kevin Quackenbush,28,San Diego,FF,510,86.048431372549,0.045098039215686274,20,0,,2.0,26.1,MLB-NL,,0.24509803921568626,,,0.5901960784313726,,,,,,,,,0.16470588235294117
Chad Qualls,38,Colorado,SI,252,89.35436507936508,0.04365079365079365,19,0,1.0,1.0,16.2,MLB-NL,,,,,0.007936507936507936,,,,,,,,0.7023809523809523,0.2896825396825397
Jose Quintana,28,Chicago,FF,3423,87.4100321731504,0.06397896581945661,32,32,11.0,11.0,188.2,"MLB-AL,MLB-NL",0.09245172615564658,0.2761849034523113,,,0.36190754827384436,,,,,,,,0.2694558221181978,
Carlos Ramirez,26,Toronto,SL,215,87.6850467289719,0.06511627906976744,12,0,,,16.2,MLB-AL,,,,,0.11682242990654206,,,,,,,,0.3644859813084112,0.5186915887850467
Erasmo Ramirez,27,"Tampa Bay,Seattle",FT,1998,88.4575666163902,0.05455455455455455,37,19,5.0,6.0,131.1,MLB-AL,0.20390781563126253,0.003006012024048096,,0.24448897795591182,0.0906813627254509,,,0.35120240480961923,,,,,,0.10671342685370741
Jose Ramirez,27,Atlanta,FF,1031,93.93658777120316,0.05431619786614937,68,0,2.0,3.0,62.0,MLB-NL,0.17751479289940827,,,,0.6341222879684418,,,0.0009861932938856016,,,,,,0.1873767258382643
Neil Ramirez,28,"New York,San Francisco",SL,641,87.58109374999997,0.0686427457098284,29,0,,1.0,31.1,MLB-NL,0.0078125,0.1953125,,,0.1859375,,,0.2984375,,,,,,0.3125
Noe Ramirez,27,"Los Angeles,Boston",CH,214,84.53925233644863,0.06542056074766354,12,0,,,13.0,MLB-AL,0.37850467289719625,0.2757009345794392,,,,,,,,,,,0.34579439252336447,
AJ Ramos,30,"Miami,New York",SL,1104,85.43923705722071,0.06521739130434782,61,0,2.0,4.0,58.2,MLB-NL,0.17801998183469572,0.023614895549500452,,0.008174386920980926,0.29518619436875565,,,0.06448683015440508,,,,,,0.4305177111716621
Edubray Ramos,24,Philadelphia,SL,1007,87.57457627118642,0.07447864945382324,59,0,2.0,7.0,57.2,MLB-NL,0.0029910269192422734,0.0707876370887338,,,0.423728813559322,,,,,,,,,0.5024925224327019
Josh Ravin,29,Los Angeles,FF,278,92.37978339350181,0.0683453237410072,14,0,,1.0,16.2,MLB-NL,0.05776173285198556,,,,0.4187725631768953,,,,,,,,0.1552346570397112,0.36823104693140796
Robbie Ray,25,Arizona,FF,2837,89.72074204946993,0.08001409940077547,28,28,15.0,5.0,162.0,MLB-NL,,0.19257950530035337,,,0.5420494699646643,,,0.04946996466431095,,,,,,0.2159010600706714
Addison Reed,28,"New York,Boston",FF,1208,89.99859271523188,0.06291390728476821,77,0,2.0,3.0,76.0,"MLB-NL,MLB-AL",0.0008278145695364238,,,,0.6705298013245033,,,,,,,,,0.32864238410596025
Cody Reed,24,Cincinnati,FF,331,90.68519637462241,0.0513595166163142,12,1,1.0,1.0,17.2,MLB-NL,0.12386706948640483,,,,0.5045317220543807,,,0.006042296072507553,,,,,,0.36555891238670696
Clayton Richard,33,San Diego,FT,3045,87.89210613598667,0.04958949096880132,32,32,8.0,15.0,197.1,MLB-NL,0.10948905109489052,,,,0.3301260783012608,,,0.35733244857332447,,,,,,0.20305242203052423
Garrett Richards,29,Los Angeles,FF,427,92.16643192488259,0.06323185011709602,6,6,,2.0,27.2,MLB-AL,,0.08665105386416862,,,0.3747072599531616,,,0.20843091334894615,,,,,,0.33021077283372363
Yacksel Rios,24,Philadelphia,FF,277,90.86836363636365,0.061371841155234655,13,0,1.0,,16.1,MLB-NL,,,,,0.45454545454545453,,,0.1890909090909091,,,,,,0.3563636363636364
Tanner Roark,30,Washington,FT,3216,87.76222775357807,0.05161691542288557,32,30,13.0,11.0,181.1,MLB-NL,0.12161741835147745,0.14992223950233283,,,0.20093312597200622,,,0.36267496111975117,,,0.00031104199066874026,,,0.1645412130637636
David Robertson,32,"New York,Chicago",FC,1222,87.28918032786892,0.09328968903436989,61,0,9.0,2.0,68.1,MLB-AL,0.011466011466011465,,,0.48075348075348073,0.019656019656019656,,,,0.3357903357903358,,,,,0.15233415233415235
Hansel Robles,26,New York,FF,949,92.06069546891472,0.06322444678609063,46,0,7.0,5.0,56.2,MLB-NL,0.08429926238145416,,,,0.34773445732349845,,,0.3129610115911486,,,,,,0.25500526870389884
Fernando Rodney,40,Arizona,CH,1001,90.07653575025184,0.06693306693306693,61,0,5.0,4.0,55.1,MLB-NL,0.38810483870967744,,,,0.26814516129032256,,,0.3286290322580645,,,,,,0.015120967741935484
Carlos Rodon,24,Chicago,FF,1181,89.87372881355913,0.06435224386113463,12,12,2.0,5.0,69.1,MLB-AL,0.13825275657336725,,,,0.46225614927905007,,,0.14673452078032231,,,,,,0.2527565733672604
Eduardo Rodriguez,24,Boston,FF,2466,90.61801948051938,0.06082725060827251,25,24,6.0,7.0,137.1,MLB-AL,0.18060064935064934,,,0.07305194805194805,0.5507305194805194,,,0.10511363636363637,,,,,,0.09050324675324675
Francisco Rodriguez,35,Detroit,FF,433,85.72436194895593,0.053117782909930716,28,0,2.0,5.0,25.1,MLB-AL,0.35498839907192575,0.08816705336426914,,,0.5522041763341067,,,0.004640371229698376,,,,,,
Joely Rodriguez,25,Philadelphia,FT,499,90.69899396378268,0.036072144288577156,26,0,1.0,2.0,27.0,MLB-NL,,,,,0.20481927710843373,,,0.43775100401606426,,,,,,0.357429718875502
Ricardo Rodriguez,24,Texas,FF,242,91.88016528925618,0.045454545454545456,16,0,,1.0,13.0,MLB-AL,,0.045454545454545456,,,0.6859504132231405,,,,,,,,,0.26859504132231404
Chaz Roe,30,"Atlanta,Tampa Bay",SL,164,86.67865853658539,0.07926829268292683,12,0,,,10.2,"MLB-NL,MLB-AL",,,,,0.10365853658536585,,,0.35365853658536583,,,,,,0.5426829268292683
Taylor Rogers,26,Minnesota,FT,874,88.10286368843059,0.057208237986270026,69,0,7.0,3.0,55.2,MLB-AL,0.037800687285223365,0.3424971363115693,,,0.038946162657502864,,,0.579610538373425,,,0.001145475372279496,,,
Sal Romano,23,Cincinnati,FF,1498,92.34913217623496,0.048731642189586116,16,16,5.0,8.0,87.0,MLB-NL,0.08611481975967958,0.012016021361815754,,,0.45193591455273696,,,0.17156208277703605,,,0.0006675567423230974,,,0.27770360480640854
Enny Romero,26,Washington,FF,1026,95.72140000000009,0.06335282651072124,53,0,2.0,4.0,55.2,MLB-NL,,0.002,,0.005,0.778,,,,,,,,,0.215
Sergio Romo,34,"Tampa Bay,Los Angeles",SL,912,80.36244493392063,0.06469298245614036,55,0,3.0,1.0,55.2,"MLB-AL,MLB-NL",0.07268722466960352,,,,0.18612334801762115,,,,,,0.0011013215859030838,,0.15638766519823788,0.5837004405286343
Bruce Rondon,26,Detroit,FF,328,91.78623853211009,0.06707317073170732,21,0,1.0,3.0,15.2,MLB-AL,0.09174311926605505,,,,0.4801223241590214,,,0.05198776758409786,,,,,,0.3761467889908257
Hector Rondon,29,Chicago,FF,1049,92.47891221374044,0.06959008579599618,61,0,4.0,1.0,57.1,MLB-NL,0.02767175572519084,,,,0.5152671755725191,,,0.09541984732824428,,,,,,0.3616412213740458
Trevor Rosenthal,27,St. Louis,FF,883,95.58253968253958,0.08607021517553794,50,0,3.0,4.0,47.2,MLB-NL,0.12698412698412698,,,,0.7403628117913832,,,0.0022675736961451248,,,,,,0.13038548752834467
Joe Ross,24,Washington,SI,1204,88.49627749576992,0.05647840531561462,13,13,5.0,3.0,73.2,MLB-NL,0.08128704487722269,,,,0.03556308213378493,,,,,,,,0.5088907705334462,0.37425910245554617
Tyson Ross,30,Texas,FF,968,88.87318840579726,0.0371900826446281,12,10,3.0,3.0,49.0,MLB-AL,0.002070393374741201,,,,0.4668737060041408,,,0.18115942028985507,,,,,,0.3498964803312629
Chris Rowley,26,Toronto,SI,309,85.88571428571434,0.03559870550161812,6,3,1.0,2.0,18.2,MLB-AL,0.23376623376623376,0.006493506493506494,,,0.032467532467532464,,,,,,,,0.5227272727272727,0.20454545454545456
Chris Rusin,30,Colorado,SI,1241,88.39701372074246,0.05962933118452861,60,0,5.0,1.0,85.0,MLB-NL,0.27522195318805487,0.007263922518159807,,0.23809523809523808,0.15415657788539144,,,,,,,,0.3058918482647296,0.01937046004842615
Hyun-Jin Ryu,30,Los Angeles,FF,2128,83.82936996684045,0.05451127819548872,25,24,5.0,9.0,126.2,MLB-NL,0.2539081004263382,0.15727143533870203,,0.17906205589767882,0.34059687351965895,,,0.02936996684036002,,,,,,0.03979156797726196
Marc Rzepczynski,31,Seattle,SI,502,89.51740000000005,0.049800796812749,64,0,2.0,2.0,31.1,MLB-AL,0.09362549800796813,,,,0.00199203187250996,,,,,,,,0.599601593625498,0.3047808764940239
CC Sabathia,36,New York,SL,2650,85.93632930513576,0.052452830188679245,27,27,14.0,5.0,148.2,MLB-AL,0.14614803625377643,,,0.311178247734139,0.0026435045317220545,,,,,,,,0.2175226586102719,0.32250755287009064
Fernando Salas,32,"Los Angeles,New York",FF,1038,88.87567567567565,0.05394990366088632,61,0,2.0,2.0,58.2,"MLB-AL,MLB-NL",0.17471042471042472,,,,0.6583011583011583,,,0.0028957528957528956,0.1640926640926641,,,,,
Danny Salazar,27,Cleveland,FF,1856,91.33419633225468,0.07974137931034483,23,19,5.0,6.0,103.0,MLB-AL,0.2463611859838275,0.055525606469002696,,,0.37735849056603776,,,0.21725067385444743,,,,,,0.10350404312668464
Chris Sale,28,Boston,FF,3605,88.27121043864526,0.08876560332871013,32,32,17.0,8.0,214.1,MLB-AL,0.18345822925339994,,,,0.37052456286427976,,,0.11601443241742992,,,,,,0.3300027754648904
Jeff Samardzija,32,San Francisco,FT,3273,90.2399816176471,0.06263366941643751,32,32,9.0,15.0,207.2,MLB-NL,,,,0.08734293594851364,0.18663806313208703,,0.08305240576156911,0.3089181734600061,0.1461844927980386,,,,,0.18786392889978548
Aaron Sanchez,24,Toronto,FF,613,91.97152209492634,0.03915171288743882,8,8,1.0,3.0,36.0,MLB-AL,0.060556464811783964,0.16693944353518822,,,0.397708674304419,,,0.37479541734860883,,,,,,
Angel Sanchez,27,Pittsburgh,FF,208,92.12740384615384,0.04807692307692308,8,0,1.0,,12.1,MLB-NL,0.15865384615384615,0.13942307692307693,,0.21634615384615385,0.4855769230769231,,,,,,,,,
Anibal Sanchez,33,Detroit,FF,1855,86.57961165048567,0.056064690026954175,28,17,3.0,7.0,105.1,MLB-AL,0.023732470334412083,0.10248112189859762,,0.07281553398058252,0.2621359223300971,,0.18122977346278318,,,,,,0.23408845738942827,0.12351672060409924
Edgar Santana,25,Pittsburgh,SI,296,91.73885135135137,0.06756756756756757,19,0,,,18.0,MLB-NL,,,,,0.11148648648648649,,,,,,,,0.5,0.3885135135135135
Ervin Santana,34,Minnesota,SL,3299,89.06669699727021,0.05062140042437102,33,33,16.0,8.0,211.1,MLB-AL,0.10012135922330097,,,,0.3304004854368932,,,0.20145631067961164,,,0.00030339805825242716,,,0.36771844660194175
Hector Santiago,29,Minnesota,SI,1236,86.88066343042061,0.0412621359223301,15,14,4.0,8.0,70.1,MLB-AL,0.19983818770226539,0.059870550161812294,0.0008090614886731392,0.03155339805825243,0.04854368932038835,,,,,,,0.03155339805825243,0.5663430420711975,0.061488673139158574
Luis Santos,26,Toronto,FF,274,88.31897810218973,0.058394160583941604,10,0,,1.0,16.2,MLB-AL,0.17153284671532848,0.2956204379562044,,,0.5036496350364964,,,0.029197080291970802,,,,,,
Warwick Saupold,27,Detroit,FF,1088,89.74839006439741,0.04044117647058824,45,0,3.0,2.0,62.2,MLB-AL,0.070902394106814,0.12338858195211787,,,0.47882136279926335,,,0.03683241252302026,,,0.0009208103130755065,,,0.289134438305709
Rob Scahill,30,Milwaukee,FT,344,91.87819767441859,0.029069767441860465,18,0,1.0,3.0,22.1,MLB-NL,,0.09302325581395349,,,0.04941860465116279,,,0.6627906976744186,,,,,,0.19476744186046513
Max Scherzer,32,Washington,FF,3237,89.03344699318043,0.08526413345690455,31,31,16.0,6.0,200.2,MLB-NL,0.14254725751471956,0.08118995971490549,,0.07871087697551905,0.4595599628137589,,,0.027579795475674,,,,,,0.210412147505423
A.J. Schugel,28,Pittsburgh,SI,496,86.94623430962336,0.05443548387096774,32,0,4.0,,32.0,MLB-NL,0.3786610878661088,0.05230125523012552,,,0.08577405857740586,,,,,,,,0.48326359832635984,
Robby Scott,27,Boston,SI,594,83.42575757575759,0.05218855218855219,57,0,2.0,1.0,35.2,MLB-AL,0.05387205387205387,0.08249158249158249,,,0.2558922558922559,,,,,,,,0.3383838383838384,0.26936026936026936
Troy Scribner,25,Los Angeles,FF,383,83.1276762402089,0.04699738903394256,10,4,2.0,1.0,23.2,MLB-AL,0.1514360313315927,0.12532637075718014,,,0.5483028720626631,,,0.0026109660574412533,,,,,,0.17232375979112272
Antonio Senzatela,22,Colorado,FF,2217,90.95282167042875,0.046008119079837616,36,20,10.0,5.0,134.2,MLB-NL,0.02707581227436823,0.030685920577617327,,,0.7197653429602888,,,,,,0.0004512635379061372,,,0.22202166064981949
Luis Severino,23,New York,FF,3365,92.99143876337673,0.07191679049034175,31,31,14.0,6.0,193.1,MLB-AL,0.1340665873959572,,,,0.5166468489892985,,,,,,,,,0.34928656361474436
Paul Sewald,27,New York,FF,1132,88.33410097431354,0.060954063604240286,57,0,,6.0,65.1,MLB-NL,0.04074402125775022,,,,0.6315323294951284,,,0.007971656333038087,,,,,,0.31975199291408324
Kevin Shackelford,28,Cincinnati,SL,517,91.90386847195363,0.0735009671179884,26,0,,,30.2,MLB-NL,0.0019342359767891683,,,,0.29206963249516443,,,,,,,,0.29980657640232106,0.40618955512572535
Bryan Shaw,29,Cleveland,FC,1279,93.03852779953026,0.06098514464425332,79,0,4.0,6.0,76.2,MLB-AL,,,,0.8707909162098669,0.009397024275646046,,,,,,,,,0.11981205951448708
Jimmie Sherfy,25,Arizona,SL,183,85.56885245901637,0.0546448087431694,11,0,2.0,,10.2,MLB-NL,0.04371584699453552,0.02185792349726776,,,0.453551912568306,,,,,,,,,0.4808743169398907
Ryan Sherriff,27,St. Louis,SI,218,89.32339449541281,0.06880733944954129,13,0,2.0,1.0,14.1,MLB-NL,,,,,0.0045871559633027525,,,,,,,,0.6926605504587156,0.30275229357798167
James Shields,35,Chicago,FF,2016,84.83527074018876,0.05109126984126984,21,21,5.0,7.0,117.0,MLB-AL,0.10967741935483871,,0.046153846153846156,0.2531017369727047,0.2630272952853598,,,0.12853598014888337,0.19950372208436726,,,,,
Braden Shipley,25,Arizona,FF,487,88.42731006160173,0.03696098562628337,10,3,,1.0,25.0,MLB-NL,0.17659137577002054,0.21149897330595482,,,0.30184804928131415,,,0.2915811088295688,,,,,,0.018480492813141684
Matt Shoemaker,30,Los Angeles,FS,1264,87.63758921490887,0.05458860759493671,14,14,6.0,3.0,77.2,MLB-AL,0.000791765637371338,,,,0.25336500395882816,,0.3016627078384798,0.23436262866191607,0.02058590657165479,,,,,0.1892319873317498
Chasen Shreve,26,New York,FF,851,87.96580493537003,0.0681551116333725,44,0,4.0,1.0,45.1,MLB-AL,,,,,0.491186839012926,,0.42420681551116335,,,,,,,0.0846063454759107
