Name,CH,CU,EP,FC,FF,FO,FS,FT,KC,KN,PO,SC,SI,SL
Kelvin Herrera,0.178247734,0,0,0,0.407854985,0,0,0.306143001,0,0,0,0,0,0.10775428
Trevor Hildenberger,0.341500766,0,0,0,0.081163859,0,0,0,0,0,0,0,0.428790199,0.148545176
Rich Hill,0.00160064,0.403761505,0,0.028011204,0.544217687,0,0,0.013605442,0,0,0,0,0,0.008803521
Jeff Hoffman,0.060285892,0.180236172,0,0,0.669359851,0,0,0,0,0,0,0,0,0.090118086
Jonathan Holder,0.013719512,0.282012195,0,0,0.37652439,0,0,0.00152439,0,0,0,0,0,0.326219512
Derek Holland,0.10374288,0,0,0,0.189991863,0,0,0,0.224979658,0,0,0,0.36086249,0.120423108
Greg Holland,0,0.063263041,0,0,0.438401776,0,0,0,0,0,0,0,0,0.498335183
David Holmberg,0.19944082,0.143522833,0,0,0.437092265,0,0,0.045666356,0,0,0,0,0,0.174277726
J.J. Hoover,0.00729927,0.060827251,0,0,0.51459854,0,0,0.062043796,0,0,0,0,0,0.355231144
J.P. Howell,0.078125,0,0,0,0.010416667,0,0,0,0.28125,0,0,0,0.630208333,0
James Hoyt,0.09540636,0,0,0,0.347467609,0,0,0.057714959,0,0,0,0,0,0.499411072
Daniel Hudson,0.138181818,0,0,0,0.41,0,0,0.191818182,0,0,0.000909091,0,0,0.259090909
Jared Hughes,0.014285714,0,0,0,0.082417582,0,0,0,0,0,0,0,0.692307692,0.210989011
Phil Hughes,0.142227122,0,0,0.184123484,0.320837927,0,0,0.152149945,0.200661521,0,0,0,0,0
Tommy Hunter,0,0.256880734,0,0.285550459,0.217889908,0,0,0.239678899,0,0,0,0,0,0
Jason Hursh,0,0,0,0,0.308139535,0,0,0.401162791,0,0,0.005813953,0,0,0.284883721
Raisel Iglesias,0.135551948,0.001623377,0,0,0.335227273,0,0,0,0,0,0,0,0.225649351,0.301948052
Hisashi Iwakuma,0,0.068817204,0,0.341935484,0.208602151,0,0.193548387,0,0,0,0,0,0.187096774,0
Edwin Jackson,0.062980031,0.078341014,0,0,0.378648233,0,0,0.225806452,0,0,0,0,0,0.25422427
Luke Jackson,0.011464968,0.170700637,0,0,0.513375796,0,0,0.003821656,0,0,0,0,0,0.300636943
Kenley Jansen,0,0,0,0.855745721,0.061124694,0,0,0,0,0,0,0,0,0.083129584
Myles Jaye,0.070895522,0.123134328,0,0,0.21641791,0,0,0.388059701,0,0,0,0,0,0.201492537
Jeremy Jeffress,0,0,0,0,0.17641844,0,0.147163121,0.487588652,0.188829787,0,0,0,0,0
Dan Jennings,0,0,0,0,0.066346154,0,0,0.452884615,0,0,0,0,0,0.480769231
Joe Jimenez,0.127764128,0,0,0,0.626535627,0,0,0,0,0,0,0,0,0.245700246
Ubaldo Jimenez,0,0.042553191,0,0.008123791,0.189168279,0,0.200386847,0.358220503,0,0,0.001547389,0,0,0.2
Brian Johnson,0.044642857,0.283482143,0,0,0.555803571,0,0,0.006696429,0,0,0,0,0,0.109375
Jim Johnson,0.047276465,0.270298047,0,0,0.075025694,0,0,0.607399794,0,0,0,0,0,0
Nate Jones,0.009852217,0,0,0,0,0,0,0.522167488,0,0,0,0,0,0.467980296
Jakob Junis,0.068897638,0.037401575,0,0,0.209317585,0,0,0,0,0,0,0,0.345144357,0.339238845
Tommy Kahnle,0.238831615,0,0,0.000859107,0.624570447,0,0,0.030068729,0,0,0,0,0,0.105670103
Nate Karns,0.147058824,0,0,0,0.411764706,0,0,0.081550802,0.359625668,0,0,0,0,0
Keone Kela,0.013050571,0.4045677,0,0,0.582381729,0,0,0,0,0,0,0,0,0
Shawn Kelley,0,0,0,0,0.576374745,0,0,0.016293279,0,0,0,0,0,0.407331976
Joe Kelly,0.031716418,0.000932836,0,0,0.318097015,0,0,0.308768657,0.180970149,0,0,0,0,0.159514925
Ian Kennedy,0.115238817,0,0,0,0.306671721,0,0,0.300985595,0.157316149,0,0,0,0,0.119787718
Clayton Kershaw,0.009514101,0.164458036,0,0,0.474006116,0,0,0.014610941,0,0,0,0,0,0.337410805
Dallas Keuchel,0.115007541,0,0,0.121040724,0.049019608,0,0,0.520361991,0,0,0,0,0,0.194570136
Craig Kimbrel,0,0,0,0,0.681364393,0,0,0.00249584,0.316139767,0,0,0,0,0
Brandon Kintzler,0.054216867,0,0,0,0.206540448,0,0,0,0,0,0,0,0.604991394,0.134251291
Andrew Kittredge,0,0,0,0,0.289795918,0,0,0,0,0,0,0,0,0.710204082
Corey Kluber,0.062012987,0.286038961,0,0.227272727,0.143506494,0,0,0,0,0,0,0,0.281168831,0
Corey Knebel,0,0,0,0,0.717231222,0,0,0,0.282768778,0,0,0,0,0
Tom Koehler,0.057948316,0,0,0,0.423649178,0,0,0.09788567,0.214565388,0,0,0,0,0.205951449
George Kontos,0.007850834,0.018645731,0,0.522080471,0.139352306,0,0,0.112855741,0,0,0.000981354,0,0,0.198233562
Ian Krol,0.009626955,0.089049338,0,0,0.3188929,0,0,0.185318893,0,0,0,0,0,0.397111913
Chad Kuhl,0.097988077,0,0,0,0.305886736,0,0,0,0.061847988,0,0,0,0.328614009,0.205663189
John Lackey,0.045631411,0.074637425,0,0.355854262,0.393703573,0,0,0.130173329,0,0,0,0,0,0
Dinelson Lamet,0.051884216,0.012015292,0,0,0.438012015,0,0,0.115237575,0,0,0,0,0,0.382850901
Mat Latos,0.080769231,0.030769231,0,0,0.415384615,0,0,0.176923077,0,0,0,0,0,0.296153846
Derek Law,0.072100313,0.192789969,0,0,0.520376176,0,0,0.021943574,0,0,0,0,0,0.192789969
Casey Lawrence,0.162718847,0.010298661,0,0,0.292481977,0,0,0,0,0,0,0,0.300720906,0.233779609
Tommy Layne,0.175510204,0.044897959,0,0.375510204,0.073469388,0,0,0.175510204,0,0,0,0,0,0.155102041
Mike Leake,0.119353654,0,0,0.190965846,0.031582813,0,0,0,0.066470804,0,0,0,0.452074917,0.139551965
Wade LeBlanc,0.27247191,0.051498127,0,0.263108614,0.213483146,0,0,0.132958801,0,0,0,0,0,0.066479401
Jose Leclerc,0.064965197,0.053364269,0,0.093967517,0.418793503,0,0,0.090487239,0,0,0,0,0,0.278422274
Dominic Leone,0,0,0,0.363216266,0.43715342,0,0,0.103512015,0,0,0,0,0,0.096118299
Jon Lester,0.085807601,0.131532067,0,0.268705463,0.388954869,0,0,0,0,0,0,0,0.125,0
Artie Lewicki,0.073298429,0.209424084,0,0,0.528795812,0,0,0,0,0,0,0,0,0.188481675
Josh Lindblom,0.086021505,0.091397849,0,0.14516129,0.413978495,0,0,0.188172043,0,0,0,0,0,0.075268817
Francisco Liriano,0.166012339,0.005047672,0,0,0.171620864,0,0,0.333707235,0,0,0,0,0,0.32361189
Ben Lively,0.053938964,0.203690561,0,0,0.429382541,0,0,0.183818311,0,0,0,0,0,0.129169624
Jeff Locke,0.239092496,0,0,0,0.247818499,0,0,0.342059337,0.171029668,0,0,0,0,0
Boone Logan,0,0,0,0,0.253443526,0,0,0.14600551,0,0,0,0,0,0.600550964
Reynaldo Lopez,0.259452412,0.129074316,0,0,0.584093872,0,0,0.010430248,0,0,0,0,0,0.016949153
Michael Lorenzen,0.021961933,0.117130307,0,0.193265007,0.235724744,0,0,0.276720351,0,0,0.000732064,0,0,0.154465593
Aaron Loup,0.141865079,0.10218254,0,0.10218254,0.006944444,0,0,0,0,0,0,0,0.646825397,0
Seth Lugo,0.168910649,0.174418605,0,0.020807834,0.222766218,0,0,0.263157895,0,0,0,0,0,0.1499388
Jordan Lyles,0.059152678,0.207034373,0,0,0.29656275,0,0,0.247002398,0,0,0,0,0,0.190247802
Lance Lynn,0.053401144,0.047997457,0,0.104895105,0.367132867,0,0,0.426255563,0,0,0.000317864,0,0,0
Tyler Lyons,0.054384018,0.003329634,0,0,0.220865705,0,0,0,0,0,0,0,0.205327414,0.51609323
Austin Maddox,0.297468354,0,0,0,0.306962025,0,0,0.344936709,0,0,0,0,0,0.050632911
Ryan Madson,0.149301826,0.190118153,0,0,0.326530612,0,0,0.331901182,0,0,0.001074114,0,0,0.001074114
Kenta Maeda,0.099269446,0.134937688,0,0.079931242,0.340352385,0,0,0.085517834,0,0,0.000429738,0,0,0.259561667
Tyler Mahle,0.08423913,0.019021739,0,0,0.644021739,0,0,0,0,0,0,0,0,0.252717391
Sean Manaea,0.243303571,0,0,0,0.581845238,0,0,0,0,0,0,0,0.001116071,0.173735119
Jhan Marinez,0.137254902,0,0,0,0.156862745,0,0,0.469556244,0,0,0,0,0,0.236326109
German Marquez,0.054990584,0.253107345,0,0,0.513370998,0,0,0.138229755,0,0,0,0,0,0.040301318
Francis Martes,0.079844206,0.369036027,0,0,0.550146056,0,0,0.00097371,0,0,0,0,0,0
Carlos Martinez,0.1696,0.016,0,0,0.28096,0,0,0.27392,0,0,0.00032,0,0,0.2592
Nick Martinez,0.117056856,0.18729097,0,0.132664437,0.381270903,0,0,0.181716834,0,0,0,0,0,0
Phil Maton,0.014025245,0,0,0,0.758765778,0,0,0,0,0,0,0,0,0.227208976
Steven Matz,0.134188034,0.232478632,0,0,0.002564103,0,0,0,0,0,0,0,0.588034188,0.042735043
Brandon Maurer,0.143414634,0,0,0,0.550243902,0,0,0.014634146,0,0,0,0,0,0.291707317
Tim Mayza,0,0,0,0,0.491176471,0,0,0.002941176,0,0,0,0,0,0.505882353
Zach McAllister,0,0.196502058,0,0.001028807,0.689300412,0,0,0.112139918,0,0,0.001028807,0,0,0
Brandon McCarthy,0.025255973,0.212286689,0,0.237542662,0.294197952,0,0,0,0,0,0,0,0.212969283,0.01774744
Kevin McCarthy,0.197202797,0,0,0,0,0,0,0,0,0,0,0,0.60979021,0.193006993
Lance McCullers Jr.,0.104810997,0,0,0,0.218642612,0,0,0.179982818,0.496563574,0,0,0,0,0
T.J. McFarland,0.12424608,0,0,0,0.001206273,0,0,0,0,0,0,0,0.728588661,0.145958987
Jake McGee,0,0,0,0,0.924947146,0,0,0.009513742,0,0,0,0,0,0.065539112
Dustin McGowan,0.069787234,0,0,0,0.315744681,0,0,0.278297872,0,0,0,0,0,0.336170213
Kyle McGrath,0.408934708,0.072164948,0,0,0.518900344,0,0,0,0,0,0,0,0,0
Deck McGuire,0.114832536,0.071770335,0,0,0.602870813,0,0,0.033492823,0,0,0,0,0,0.177033493
Collin McHugh,0.063451777,0.204737733,0,0.141285956,0.366328257,0,0,0.087986464,0,0,0,0,0,0.136209814
Adalberto Mejia,0.180149168,0.022948939,0,0,0.434882387,0,0,0.12908778,0,0,0,0,0,0.232931727
Mark Melancon,0,0,0,0.613545817,0.133466135,0,0.001992032,0,0.250996016,0,0,0,0,0
Yohander Mendez,0.157068063,0.036649215,0,0,0.340314136,0,0,0,0,0,0,0,0.267015707,0.19895288
Daniel Mengden,0.132511556,0.144838213,0,0,0.554699538,0,0,0.003081664,0,0,0,0,0,0.164869029
Ryan Merritt,0.25625,0.1625,0,0.259375,0.321875,0,0,0,0,0,0,0,0,0
Alex Meyer,0.01384083,0.400519031,0,0,0.30449827,0,0,0.281141869,0,0,0,0,0,0
Keynan Middleton,0.018423746,0,0,0,0.627430911,0,0,0,0,0,0,0,0,0.354145343
Wade Miley,0.108453473,0.102883355,0,0.142857143,0.25,0,0,0.283420708,0,0,0,0,0,0.112385321
Andrew Miller,0,0,0,0,0.410399257,0,0,0.013927577,0,0,0,0,0,0.575673166
Shelby Miller,0,0.161038961,0,0.25974026,0.184415584,0,0,0.394805195,0,0,0,0,0,0
Hoby Milner,0.108856089,0.226937269,0,0,0,0,0,0,0,0,0,0,0.664206642,0
Tommy Milone,0.236720554,0.143187067,0,0.055427252,0.438799076,0,0,0.079676674,0,0,0,0,0,0.046189376
Juan Minaya,0.034739454,0.199751861,0,0.00248139,0.455334988,0,0,0.166253102,0,0,0.001240695,0,0,0.140198511
Mike Minor,0.102348993,0,0,0,0.431208054,0,0,0,0.078020134,0,0,0,0.031040268,0.35738255
A.J. Minter,0,0,0,0.487903226,0.512096774,0,0,0,0,0,0,0,0,0
Ariel Miranda,0,0,0,0,0.577009767,0,0.167167543,0,0,0,0,0,0,0.25582269
Bryan Mitchell,0,0.307116105,0,0.222846442,0.380149813,0,0,0.08988764,0,0,0,0,0,0
Frankie Montas,0.058252427,0,0,0,0.378640777,0,0,0.283171521,0,0,0,0,0,0.279935275
Rafael Montero,0.185920578,0,0,0,0.407942238,0,0,0.156137184,0,0,0.000451264,0,0,0.249548736
Jordan Montgomery,0.188910891,0.260594059,0,0,0.174257426,0,0,0.244752475,0,0,0,0,0,0.131485149
Mike Montgomery,0.123406193,0.237704918,0,0.10701275,0.531876138,0,0,0,0,0,0,0,0,0
Andrew Moore,0.18627451,0.151416122,0,0,0.525054466,0,0,0,0,0,0,0,0,0.137254902
Matt Moore,0.159177987,0,0,0.147335423,0.516544758,0,0,0,0.176941832,0,0,0,0,0
Adam Morgan,0.251933702,0.08839779,0,0,0.13480663,0,0,0.196685083,0,0,0,0,0,0.328176796
Mike Morin,0.340116279,0,0,0.020348837,0.343023256,0,0,0.037790698,0,0,0,0,0,0.25872093
Bryan Morris,0.003125,0.11875,0,0.315625,0.309375,0,0,0,0,0,0,0,0.253125,0
Brandon Morrow,0,0,0,0.250970246,0.613195343,0,0,0,0,0,0,0,0,0.135834411
Charlie Morton,0,0.285977181,0,0.107839529,0.12513802,0,0.059256533,0.421052632,0,0,0.000736106,0,0,0
Jason Motte,0.015360983,0,0,0.525345622,0.193548387,0,0,0.264208909,0,0,0.001536098,0,0,0
Peter Moylan,0.028856826,0,0,0,0,0,0,0,0,0,0,0,0.498335183,0.472807991
Joe Musgrove,0.092432432,0.09027027,0,0.049189189,0.414594595,0,0,0,0,0,0,0,0.08,0.273513514
Zach Neal,0.139344262,0.045081967,0,0.200819672,0.081967213,0,0,0.532786885,0,0,0,0,0,0
Jimmy Nelson,0.02435478,0,0,0.000363504,0.287895311,0,0,0,0.189385678,0,0,0,0.324245729,0.173754998
Hector Neris,0,0,0,0,0.370430544,0,0.512591389,0.114541024,0,0,0,0,0,0.002437043
Pat Neshek,0.024973985,0,0,0,0,0,0,0,0,0,0,0,0.449531738,0.525494277
Dovydas Neverauskas,0.00243309,0.223844282,0,0,0.588807786,0,0,0,0,0,0,0,0,0.184914842
Sean Newcomb,0.10813763,0.21572911,0,0,0.631895139,0,0,0,0,0,0,0,0,0.044238121
Juan Nicasio,0.018181818,0,0,0,0.585950413,0,0,0.137190083,0,0,0.000826446,0,0,0.25785124
Justin Nicolino,0.202622169,0.169249106,0,0.10011919,0.528009535,0,0,0,0,0,0,0,0,0
Aaron Nola,0.155405405,0.307807808,0,0,0.3246997,0,0,0.212087087,0,0,0,0,0,0
Ricky Nolasco,0,0,0,0,0.192880259,0,0.150161812,0.290614887,0.092880259,0,0.000323625,0,0,0.273139159
Bud Norris,0.00181653,0,0,0.346957312,0.242506812,0,0,0.204359673,0,0,0.000908265,0,0,0.203451408
Daniel Norris,0.124315444,0.097480832,0,0,0.533406353,0,0,0.013691128,0,0,0,0,0,0.231106243
Ivan Nova,0.098176174,0.221187427,0,0,0.252231277,0,0,0.428017074,0,0,0.000388048,0,0,0
Vidal Nuno,0.06557377,0.075409836,0,0,0.278688525,0,0,0.055737705,0,0,0,0,0,0.524590164
Darren O'Day,0,0.00098912,0,0,0.363006924,0,0,0,0,0,0.00098912,0,0.174085064,0.460929773
Eric O'Flaherty,0,0,0,0,0.151515152,0,0,0,0,0,0,0,0.491582492,0.356902357
Chris O'Grady,0.143636364,0.078181818,0,0.369090909,0.405454545,0,0,0.003636364,0,0,0,0,0,0
Scott Oberg,0.089,0.004,0,0,0.457,0,0,0.107,0,0,0,0,0,0.343
Jake Odorizzi,0,0.058307927,0,0.116615854,0.493902439,0,0.225990854,0,0,0,0.000762195,0,0,0.104420732
Seunghwan Oh,0.074829932,0.018464529,0,0.256559767,0.608357629,0,0,0.002915452,0,0,0.000971817,0,0,0.037900875
Steven Okert,0.043478261,0.017391304,0,0.193478261,0.341304348,0,0,0.202173913,0,0,0,0,0,0.202173913
Tyler Olson,0.196319018,0.414110429,0,0,0.303680982,0,0,0,0,0,0,0,0.085889571,0
Josh Osich,0.088157895,0,0,0.097368421,0.493421053,0,0,0.051315789,0,0,0,0,0,0.269736842
Roberto Osuna,0.041710115,0,0,0.263816475,0.294056309,0,0,0.155370177,0,0,0,0,0,0.245046924
Dan Otero,0.098457888,0,0,0,0.148279953,0,0,0,0,0,0,0,0.65717675,0.096085409
Adam Ottavino,0,0,0,0.028598665,0.333651096,0,0,0.175405148,0,0,0,0,0,0.462345091
Dillon Overton,0.318181818,0.117647059,0,0,0.558823529,0,0,0.005347594,0,0,0,0,0,0
Emilio Pagan,0.022346369,0,0,0,0.639664804,0,0,0.047486034,0,0,0,0,0,0.290502793
Eduardo Paredes,0.124293785,0,0,0,0.47740113,0,0,0.149717514,0,0,0,0,0,0.248587571
Blake Parker,0,0.083018868,0,0,0.59245283,0,0.316981132,0.006603774,0,0,0.000943396,0,0,0
David Paulino,0.145557656,0.166351607,0,0,0.459357278,0,0,0,0,0,0.001890359,0,0,0.2268431
James Paxton,0.024314766,0,0,0.106984969,0.654730327,0,0,0,0.213969938,0,0,0,0,0
James Pazos,0,0,0,0,0,0,0,0,0,0,0,0,0.743199129,0.256800871
Brad Peacock,0.04305835,0,0,0,0.265593561,0,0,0.265995976,0.073641851,0,0.000402414,0,0,0.351307847
Mike Pelfrey,0,0.149606299,0,0,0.005249344,0,0.135608049,0,0,0,0,0,0.587926509,0.121609799
Felix Pena,0.069421488,0,0,0,0.65785124,0,0,0,0,0,0,0,0,0.272727273
Wandy Peralta,0.198029557,0,0,0,0.486699507,0,0,0.045320197,0,0,0,0,0,0.269950739
Wily Peralta,0.033006244,0.030330062,0,0,0.36485281,0,0,0.220338983,0,0,0,0,0,0.3514719
Luis Perdomo,0,0,0,0,0.0830721,0,0.061912226,0.546630094,0,0,0,0,0,0.30838558
Martin Perez,0.203817535,0.112908444,0,0,0.233257845,0,0,0.353930767,0,0,0,0,0,0.096085409
Oliver Perez,0,0,0,0,0.311774461,0,0,0,0,0,0,0,0.262023217,0.426202322
Dillon Peters,0.12716763,0.373795761,0,0,0.312138728,0,0,0.186897881,0,0,0,0,0,0
Yusmeiro Petit,0.169516729,0.203717472,0,0.156133829,0.463197026,0,0,0.00669145,0,0,0.000743494,0,0,0
Jake Petricka,0.240585774,0,0,0,0.112970711,0,0,0.594142259,0,0,0,0,0,0.052301255
David Phelps,0.007209063,0,0,0.28115345,0.362512873,0,0,0.160659114,0.188465499,0,0,0,0,0
Tyler Pill,0.12596401,0.095115681,0,0,0.118251928,0,0,0,0,0,0,0,0.426735219,0.233933162
Michael Pineda,0.133548387,0,0,0,0.478064516,0,0,0.007741935,0,0,0.001290323,0,0,0.379354839
Ricardo Pinto,0.302083333,0,0,0,0.387152778,0,0,0.190972222,0,0,0,0,0,0.119791667
Nick Pivetta,0.040623718,0,0,0,0.539187526,0,0,0.121460812,0.14813295,0,0,0,0,0.150594994
Drew Pomeranz,0.014234875,0,0,0.056615982,0.529602071,0,0,0.028793271,0.370753801,0,0,0,0,0
Rick Porcello,0.085168019,0.152954809,0.000289687,0,0.338354577,0,0,0.253765933,0,0,0.000289687,0,0,0.169177289
Brooks Pounders,0.028037383,0.03271028,0,0,0.41588785,0,0,0.11682243,0,0,0,0,0,0.406542056
Ryan Pressly,0,0.266292135,0,0,0.44494382,0,0,0.107865169,0,0,0,0,0,0.180898876
David Price,0.146468401,0,0,0.217100372,0.100371747,0,0,0.476579926,0.059479554,0,0,0,0,0
Austin Pruitt,0.136534134,0.151537884,0,0,0.350337584,0,0,0.072018005,0,0,0.001500375,0,0,0.288072018
Kevin Quackenbush,0,0.245098039,0,0,0.590196078,0,0,0,0,0,0,0,0,0.164705882
Chad Qualls,0,0,0,0,0.007936508,0,0,0,0,0,0,0,0.702380952,0.28968254
Jose Quintana,0.092451726,0.276184903,0,0,0.361907548,0,0,0,0,0,0,0,0.269455822,0
Carlos Ramirez,0,0,0,0,0.11682243,0,0,0,0,0,0,0,0.364485981,0.518691589
Erasmo Ramirez,0.203907816,0.003006012,0,0.244488978,0.090681363,0,0,0.351202405,0,0,0,0,0,0.106713427
Jose Ramirez,0.177514793,0,0,0,0.634122288,0,0,0.000986193,0,0,0,0,0,0.187376726
Neil Ramirez,0.0078125,0.1953125,0,0,0.1859375,0,0,0.2984375,0,0,0,0,0,0.3125
Noe Ramirez,0.378504673,0.275700935,0,0,0,0,0,0,0,0,0,0,0.345794393,0
AJ Ramos,0.178019982,0.023614896,0,0.008174387,0.295186194,0,0,0.06448683,0,0,0,0,0,0.430517711
Edubray Ramos,0.002991027,0.070787637,0,0,0.423728814,0,0,0,0,0,0,0,0,0.502492522
Josh Ravin,0.057761733,0,0,0,0.418772563,0,0,0,0,0,0,0,0.155234657,0.368231047
Robbie Ray,0,0.192579505,0,0,0.54204947,0,0,0.049469965,0,0,0,0,0,0.21590106
Addison Reed,0.000827815,0,0,0,0.670529801,0,0,0,0,0,0,0,0,0.328642384
Cody Reed,0.123867069,0,0,0,0.504531722,0,0,0.006042296,0,0,0,0,0,0.365558912
Clayton Richard,0.109489051,0,0,0,0.330126078,0,0,0.357332449,0,0,0,0,0,0.203052422
Garrett Richards,0,0.086651054,0,0,0.37470726,0,0,0.208430913,0,0,0,0,0,0.330210773
Yacksel Rios,0,0,0,0,0.454545455,0,0,0.189090909,0,0,0,0,0,0.356363636
Tanner Roark,0.121617418,0.14992224,0,0,0.200933126,0,0,0.362674961,0,0,0.000311042,0,0,0.164541213
David Robertson,0.011466011,0,0,0.480753481,0.01965602,0,0,0,0.335790336,0,0,0,0,0.152334152
Hansel Robles,0.084299262,0,0,0,0.347734457,0,0,0.312961012,0,0,0,0,0,0.255005269
Fernando Rodney,0.388104839,0,0,0,0.268145161,0,0,0.328629032,0,0,0,0,0,0.015120968
Carlos Rodon,0.138252757,0,0,0,0.462256149,0,0,0.146734521,0,0,0,0,0,0.252756573
Eduardo Rodriguez,0.180600649,0,0,0.073051948,0.550730519,0,0,0.105113636,0,0,0,0,0,0.090503247
Francisco Rodriguez,0.354988399,0.088167053,0,0,0.552204176,0,0,0.004640371,0,0,0,0,0,0
Joely Rodriguez,0,0,0,0,0.204819277,0,0,0.437751004,0,0,0,0,0,0.357429719
Ricardo Rodriguez,0,0.045454545,0,0,0.685950413,0,0,0,0,0,0,0,0,0.268595041
Chaz Roe,0,0,0,0,0.103658537,0,0,0.353658537,0,0,0,0,0,0.542682927
Taylor Rogers,0.037800687,0.342497136,0,0,0.038946163,0,0,0.579610538,0,0,0.001145475,0,0,0
Sal Romano,0.08611482,0.012016021,0,0,0.451935915,0,0,0.171562083,0,0,0.000667557,0,0,0.277703605
Enny Romero,0,0.002,0,0.005,0.778,0,0,0,0,0,0,0,0,0.215
Sergio Romo,0.072687225,0,0,0,0.186123348,0,0,0,0,0,0.001101322,0,0.156387665,0.583700441
Bruce Rondon,0.091743119,0,0,0,0.480122324,0,0,0.051987768,0,0,0,0,0,0.376146789
Hector Rondon,0.027671756,0,0,0,0.515267176,0,0,0.095419847,0,0,0,0,0,0.361641221
Trevor Rosenthal,0.126984127,0,0,0,0.740362812,0,0,0.002267574,0,0,0,0,0,0.130385488
Joe Ross,0.081287045,0,0,0,0.035563082,0,0,0,0,0,0,0,0.508890771,0.374259102
Tyson Ross,0.002070393,0,0,0,0.466873706,0,0,0.18115942,0,0,0,0,0,0.34989648
Chris Rowley,0.233766234,0.006493506,0,0,0.032467532,0,0,0,0,0,0,0,0.522727273,0.204545455
Chris Rusin,0.275221953,0.007263923,0,0.238095238,0.154156578,0,0,0,0,0,0,0,0.305891848,0.01937046
Hyun-Jin Ryu,0.2539081,0.157271435,0,0.179062056,0.340596874,0,0,0.029369967,0,0,0,0,0,0.039791568
Marc Rzepczynski,0.093625498,0,0,0,0.001992032,0,0,0,0,0,0,0,0.599601594,0.304780876
CC Sabathia,0.146148036,0,0,0.311178248,0.002643505,0,0,0,0,0,0,0,0.217522659,0.322507553
Fernando Salas,0.174710425,0,0,0,0.658301158,0,0,0.002895753,0.164092664,0,0,0,0,0
Danny Salazar,0.246361186,0.055525606,0,0,0.377358491,0,0,0.217250674,0,0,0,0,0,0.103504043
Chris Sale,0.183458229,0,0,0,0.370524563,0,0,0.116014432,0,0,0,0,0,0.330002775
Jeff Samardzija,0,0,0,0.087342936,0.186638063,0,0.083052406,0.308918173,0.146184493,0,0,0,0,0.187863929
Aaron Sanchez,0.060556465,0.166939444,0,0,0.397708674,0,0,0.374795417,0,0,0,0,0,0
Angel Sanchez,0.158653846,0.139423077,0,0.216346154,0.485576923,0,0,0,0,0,0,0,0,0
Anibal Sanchez,0.02373247,0.102481122,0,0.072815534,0.262135922,0,0.181229773,0,0,0,0,0,0.234088457,0.123516721
Edgar Santana,0,0,0,0,0.111486486,0,0,0,0,0,0,0,0.5,0.388513514
Ervin Santana,0.100121359,0,0,0,0.330400485,0,0,0.201456311,0,0,0.000303398,0,0,0.367718447
Hector Santiago,0.199838188,0.05987055,0.000809061,0.031553398,0.048543689,0,0,0,0,0,0,0.031553398,0.566343042,0.061488673
Luis Santos,0.171532847,0.295620438,0,0,0.503649635,0,0,0.02919708,0,0,0,0,0,0
Warwick Saupold,0.070902394,0.123388582,0,0,0.478821363,0,0,0.036832413,0,0,0.00092081,0,0,0.289134438
Rob Scahill,0,0.093023256,0,0,0.049418605,0,0,0.662790698,0,0,0,0,0,0.194767442
Max Scherzer,0.142547258,0.08118996,0,0.078710877,0.459559963,0,0,0.027579795,0,0,0,0,0,0.210412148
A.J. Schugel,0.378661088,0.052301255,0,0,0.085774059,0,0,0,0,0,0,0,0.483263598,0
Robby Scott,0.053872054,0.082491582,0,0,0.255892256,0,0,0,0,0,0,0,0.338383838,0.269360269
Troy Scribner,0.151436031,0.125326371,0,0,0.548302872,0,0,0.002610966,0,0,0,0,0,0.17232376
Antonio Senzatela,0.027075812,0.030685921,0,0,0.719765343,0,0,0,0,0,0.000451264,0,0,0.222021661
Luis Severino,0.134066587,0,0,0,0.516646849,0,0,0,0,0,0,0,0,0.349286564
Paul Sewald,0.040744021,0,0,0,0.631532329,0,0,0.007971656,0,0,0,0,0,0.319751993
Kevin Shackelford,0.001934236,0,0,0,0.292069632,0,0,0,0,0,0,0,0.299806576,0.406189555
Bryan Shaw,0,0,0,0.870790916,0.009397024,0,0,0,0,0,0,0,0,0.11981206
Jimmie Sherfy,0.043715847,0.021857923,0,0,0.453551913,0,0,0,0,0,0,0,0,0.480874317
Ryan Sherriff,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0.69266055,0.302752294
James Shields,0.109677419,0,0.046153846,0.253101737,0.263027295,0,0,0.12853598,0.199503722,0,0,0,0,0
Braden Shipley,0.176591376,0.211498973,0,0,0.301848049,0,0,0.291581109,0,0,0,0,0,0.018480493
Matt Shoemaker,0.000791766,0,0,0,0.253365004,0,0.301662708,0.234362629,0.020585907,0,0,0,0,0.189231987
Chasen Shreve,0,0,0,0,0.491186839,0,0.424206816,0,0,0,0,0,0,0.084606345
Kevin Siegrist,0.185294118,0.186764706,0,0,0.610294118,0,0,0.017647059,0,0,0,0,0,0
Lucas Sims,0.129949239,0.130964467,0,0,0.249746193,0,0,0,0,0,0,0,0.218274112,0.27106599
Tony Sipp,0,0,0,0,0.332831325,0,0.105421687,0.161144578,0,0,0,0,0,0.40060241
Tyler Skaggs,0.093390805,0.310344828,0,0,0.368534483,0,0,0.227729885,0,0,0,0,0,0
Eric Skoglund,0.020671835,0.198966408,0,0,0.527131783,0,0,0.105943152,0,0,0,0,0,0.147286822
Aaron Slegers,0.0995671,0,0,0,0.311688312,0,0,0,0,0,0,0,0.341991342,0.246753247
