,PEAK,OPS,G,salary_inf,weight,height,age,bats_B,bats_L,bats_R,throws_L,throws_R
987,1,0.7420034682752383,536,4860759.4944,215.0,74.0,29,0,0,1,0,1
988,1,0.6171572436914342,1428,2832618.0245,190.0,69.0,38,0,0,1,0,1
989,1,0.653892863451687,685,4110726.64365,155.0,68.0,30,0,1,0,1,0
990,1,0.713501291989664,1709,13979546.471199999,215.0,74.0,40,1,0,0,0,1
991,1,0.7753292806484295,1096,11000000.0,215.0,72.0,33,0,0,1,0,1
992,0,0.6833128020468113,104,505923.344828,195.0,70.0,27,0,1,0,1,0
993,1,0.6965437263940901,869,1175210.40576,200.0,73.0,29,0,0,1,0,1
994,1,0.8936074300040757,1783,9921259.844999999,178.0,68.0,35,0,0,1,0,1
995,1,0.7176406105067881,1095,1838709.67745,195.0,74.0,33,0,1,0,0,1
996,1,0.6547980894485453,638,1545064.3769999999,195.0,69.0,36,1,0,0,0,1
997,1,0.8383568650014999,379,5389061.8076,235.0,73.0,29,0,0,1,0,1
998,1,0.7572583994884934,253,379446.64044000005,175.0,73.0,27,0,0,1,0,1
999,1,0.6768764802331937,275,243448.85880000002,160.0,71.0,25,0,0,1,0,1
1000,1,0.5871951100435487,399,564705.88236,175.0,72.0,28,0,0,1,0,1
1001,0,0.6518235102572452,109,422535.21119999996,190.0,76.0,33,0,1,0,0,1
1002,1,0.7121811939461884,460,1500000.0,185.0,72.0,35,0,0,1,0,1
1003,1,0.7784655282086412,2053,1914110.4294,160.0,68.0,39,1,0,0,0,1
1004,1,0.6049410455586228,1354,3000000.0,180.0,74.0,35,0,0,1,0,1
1005,1,0.7566923610634583,1561,16223067.168,205.0,73.0,36,0,0,1,0,1
1006,1,0.9488834106728539,1941,26690342.93989879,225.0,72.0,37,0,0,1,0,1
1007,1,0.5660390419493285,1265,2114537.4444,170.0,72.0,33,0,0,1,0,1
1008,0,0.8495791118903866,372,5350000.0,260.0,73.0,29,0,0,1,0,1
1009,1,0.7514756230514699,1249,4129168.87175,190.0,71.0,35,0,0,1,0,1
1010,1,0.7979113771144913,1870,881057.2685,165.0,71.0,37,0,0,1,0,1
1011,1,0.6410712424431937,908,15800000.0,195.0,74.0,30,0,1,0,1,0
1012,0,0.8452156892268313,105,286617.1003235,190.0,70.0,28,0,0,1,0,1
1013,1,0.6787988658020732,1292,2065799.541375,170.0,71.0,33,1,0,0,0,1
1014,1,0.6407557603686636,339,954858.4546800001,180.0,71.0,30,0,0,1,0,1
1015,1,0.5583936843478828,216,535372.84885,167.0,72.0,32,0,0,1,0,1
1016,1,0.624686062072632,290,413517.665052,175.0,71.0,28,0,1,0,1,0
1017,1,0.7200725952813067,479,845070.4223999999,180.0,73.0,31,0,0,1,0,1
1018,0,0.8438481338481338,331,2208588.957,190.0,74.0,36,0,1,0,0,1
1019,1,0.6054841897233202,267,1034965.0350750001,195.0,72.0,28,0,1,0,1,0
1020,1,0.6220141019430541,1223,1529636.711,170.0,69.0,34,0,0,1,0,1
1021,1,0.6813311770354273,664,2334630.3505,180.0,71.0,29,0,0,1,0,1
1022,1,0.6961136857488991,409,1204152.24915,215.0,74.0,29,0,1,0,0,1
1023,1,0.6640914910700723,208,1300000.0,205.0,76.0,33,0,0,1,0,1
1024,1,0.6010378057820608,629,1143462.1491,155.0,68.0,31,1,0,0,0,1
1025,1,0.6351915626345244,1984,8951048.952000001,200.0,73.0,33,0,0,1,0,1
1026,0,0.6405850478928472,103,181038.062286,172.0,69.0,32,0,0,1,0,1
1027,0,0.664994425863991,129,388325.652768,200.0,71.0,25,0,0,1,0,1
1028,1,0.5280067155067155,1169,1161290.3226,175.0,73.0,37,0,1,0,0,1
1029,1,0.6768777614138439,1203,2740484.4291000003,165.0,71.0,33,1,0,0,0,1
1030,1,0.7055014185271987,490,822580.645175,190.0,72.0,30,1,0,0,0,1
1031,1,0.7364438695933351,2009,4493386.30538385,200.0,74.0,35,0,0,1,0,1
1032,0,0.7699677938808374,136,315076.22822250007,185.0,74.0,27,0,1,0,1,0
1033,1,0.6140642365593812,491,1396475.7705725,180.0,73.0,31,0,1,0,0,1
1034,1,0.6403513761177995,1603,11139240.508000001,210.0,77.0,34,0,0,1,0,1
1035,0,0.8491608481199155,115,313588.850175,180.0,69.0,29,0,1,0,1,0
1036,1,0.586908747531977,609,1248752.673,180.0,73.0,28,0,0,1,0,1
1037,1,0.6368515935361247,2809,8537549.409900002,200.0,76.0,41,0,0,1,0,1
1038,0,0.714833738027789,397,1905770.2485,175.0,70.0,25,0,0,1,0,1
1039,1,0.6611356932153392,735,4181184.668,220.0,74.0,34,0,0,1,0,1
1040,1,0.5474829127234491,472,1838916.6075000002,165.0,69.0,28,0,0,1,0,1
1041,1,0.4885435814132433,213,1215189.8736,215.0,70.0,32,0,0,1,0,1
1042,0,0.7465451684803985,399,1355166.573,195.0,72.0,28,0,0,1,0,1
1043,1,0.7795726680766732,736,2672064.7767000003,150.0,67.0,31,1,0,0,0,1
1044,1,0.8070946184852557,1022,8951048.952000001,175.0,69.0,32,1,0,0,0,1
1045,1,0.6946865919468659,592,5788712.01,172.0,70.0,35,0,1,0,1,0
1046,1,0.7679656022611101,253,451934.19317199994,185.0,71.0,31,0,0,1,0,1
1047,1,0.6365653884872334,230,534900.0,240.0,77.0,31,0,1,0,1,0
1048,1,0.6032213753987947,354,417391.30431999994,175.0,72.0,30,0,1,0,1,0
1049,0,0.6648139519403581,102,501742.16016,170.0,69.0,28,0,0,1,0,1
1050,1,0.8421112687349658,2511,22278481.016000003,230.0,75.0,40,0,0,1,0,1
1051,0,0.9245765420262064,639,5330132.051,180.0,73.0,32,0,1,0,1,0
1052,1,0.640289754260563,1985,3301237.965,205.0,69.0,39,0,0,1,0,1
1053,0,0.8061015720094269,102,395238.09508,225.0,72.0,28,0,1,0,1,0
1054,0,0.8589736070381232,640,2500000.0,200.0,72.0,31,0,0,1,0,1
1055,1,0.7996895424836601,738,1245352.4161472428,205.0,75.0,31,0,0,1,0,1
1056,0,0.7368946098149638,211,186131.38687,180.0,72.0,30,1,0,0,1,0
1057,0,0.6132038065027756,123,511000.0,195.0,71.0,27,0,0,1,0,1
1058,1,0.8543571860655446,1505,8436496.288058229,245.0,76.0,35,0,0,1,0,1
1059,1,0.6425311646027934,2132,11139240.508000001,175.0,67.0,37,1,0,0,0,1
1060,0,0.6656062849292412,107,391304.3478,205.0,74.0,26,0,0,1,0,1
1061,0,0.7154548046763616,107,135483.87097,180.0,75.0,27,0,0,1,0,1
1062,0,0.8138754899005125,105,800000.0,200.0,74.0,33,0,0,1,0,1
1063,1,0.7394330226024773,344,508998.732396,220.0,71.0,25,0,0,1,0,1
1064,1,0.7133080976768351,3369,800426.7656645179,192.0,71.0,44,1,0,0,0,1
1065,0,0.8074681485497425,667,3135888.501,195.0,71.0,32,0,0,1,1,0
1066,0,0.6698508526056266,112,1852387.8432,230.0,74.0,30,0,0,1,0,1
1067,1,0.6209362976734578,1202,14513116.947199998,210.0,72.0,34,0,0,1,0,1
1068,1,0.6974841426363201,932,793795.620475,165.0,72.0,34,0,0,1,0,1
1069,0,0.7138424041409116,106,521518.98742,250.0,75.0,29,0,0,1,0,1
1070,0,0.6940987555198715,128,509356.222951,210.0,73.0,31,0,0,1,0,1
1071,1,0.7169255870043272,816,8618504.433,215.0,70.0,35,0,0,1,0,1
1072,0,0.7504033965065555,105,518000.0,260.0,74.0,28,0,0,1,0,1
1073,1,0.603053585500394,1580,985401.4599,175.0,72.0,38,0,0,1,0,1
1074,0,0.7279728808350859,105,507984.790698,190.0,73.0,25,0,0,1,0,1
1075,0,0.6555183946488294,104,441265.47465499997,200.0,74.0,27,0,0,1,0,1
1076,1,0.5546975546975548,532,1829268.2922500002,190.0,73.0,30,0,0,1,0,1
1077,1,0.755488327264939,586,5148788.9274,185.0,71.0,31,0,0,1,0,1
1078,0,0.9269909080950816,318,1190476.19,185.0,74.0,36,0,0,1,0,1
1079,0,0.7907940663176265,120,133828.99625999999,180.0,72.0,24,0,1,0,0,1
1080,1,0.46519258480352066,233,211267.60559999998,180.0,72.0,26,0,0,1,0,1
1081,1,0.7246960427476188,858,1013215.858775,180.0,69.0,35,0,0,1,0,1
1082,1,0.837606133801786,1315,12913043.4774,200.0,75.0,35,0,0,1,0,1
1083,1,0.6814705247912237,459,6083650.188,235.0,76.0,29,1,0,0,0,1
1084,1,0.6424054408781769,1182,1162629.7578,170.0,71.0,33,0,0,1,0,1
1085,1,0.6750414877001172,213,443478.26083999994,180.0,70.0,27,0,1,0,1,0
1086,0,0.5897536687631026,110,461538.46173999994,205.0,73.0,28,0,0,1,0,1
1087,1,0.7385776424746676,692,6602475.93,200.0,72.0,33,0,0,1,0,1
1088,1,0.6785996314819689,569,2332065.9054,235.0,73.0,31,0,0,1,0,1
1089,1,0.6621231169633208,712,933852.1402,180.0,70.0,35,0,0,1,0,1
1090,1,0.7110178970917226,2094,4859813.08475,175.0,73.0,38,0,0,1,0,1
1091,0,0.6928294203728447,115,1794392.5236000002,195.0,73.0,30,0,1,0,1,0
1092,1,0.7968775950838731,1396,2541026.998,180.0,72.0,37,0,0,1,0,1
1093,1,0.6576241134751772,954,17822784.8128,255.0,71.0,29,1,0,0,0,1
1094,0,0.7920767716535433,517,792316.9265000001,165.0,70.0,32,1,0,0,0,1
1095,1,0.5825096899224806,580,862214.70825,165.0,73.0,30,0,0,1,0,1
1096,1,0.7534332371835388,1524,2315217.3911499996,180.0,73.0,38,0,0,1,0,1
1097,0,0.6946749938367984,354,1440640.2851999998,185.0,71.0,32,1,0,0,0,1
1098,0,0.8150734620598689,411,2900000.0,225.0,76.0,30,0,1,0,0,1
1099,1,0.6071043304053012,1674,6115466.8575,185.0,71.0,32,0,0,1,0,1
1100,0,0.6077284037585358,105,573613.766625,170.0,74.0,30,0,0,1,0,1
1101,0,0.5913801373892423,106,511149.82566300005,205.0,73.0,26,0,1,0,1,0
1102,0,0.6012887553011899,134,504721.02981999994,200.0,73.0,27,0,1,0,1,0
1103,0,0.7704937824459737,505,2317596.5655,215.0,74.0,29,0,1,0,0,1
1104,1,0.742157029961908,2349,4564666.1025,195.0,74.0,39,0,0,1,0,1
1105,1,0.7066378633150039,722,5462145.840899999,210.0,73.0,32,0,1,0,0,1
1106,1,0.5951405152224825,991,2736992.16,175.0,70.0,30,0,0,1,0,1
1107,1,0.6420357230242231,923,2531645.5700000003,185.0,70.0,35,0,1,0,0,1
1108,1,0.5680675287356322,1282,3734853.3147933003,200.0,74.0,34,0,1,0,0,1
1109,0,0.9021804508024699,539,4456671.25275,220.0,72.0,32,0,1,0,0,1
1110,1,0.7257297824364678,1155,6866953.130014305,185.0,70.0,38,0,0,1,0,1
1111,1,0.7605453344277392,215,612244.89775,175.0,71.0,28,0,0,1,0,1
1112,1,0.8452107279693486,644,3460122.6993,170.0,73.0,32,1,0,0,1,0
1113,1,0.8586556300842014,1040,1759082.21765,180.0,71.0,34,0,0,1,0,1
1114,0,0.7348591549295774,314,512500.0,195.0,72.0,26,0,0,1,0,1
1115,1,0.6269769446240034,364,2422085.88951,195.0,74.0,31,0,0,1,0,1
1116,1,0.6939331938017964,1046,17945007.231,205.0,79.0,33,0,0,1,0,1
1117,0,0.7812427474879446,362,1004989.3087500001,190.0,75.0,31,0,0,1,0,1
1118,1,0.7104700854700855,729,1230298.39353,217.0,75.0,31,0,1,0,0,1
1119,1,0.7252476721793166,1848,14855148.345400145,190.0,71.0,40,0,0,1,0,1
1120,1,0.4661822727450291,757,1064516.1290499999,175.0,73.0,31,1,0,0,0,1
1121,1,0.8062937608995548,222,434523.80935,220.0,72.0,26,0,0,1,0,1
1122,0,0.7426987195855981,515,695857.9880700001,175.0,75.0,31,0,1,0,0,1
1123,1,0.663836631932303,241,1801000.5561,185.0,73.0,30,0,0,1,0,1
1124,0,0.6006771204561654,105,247474.048446,175.0,73.0,30,0,0,1,0,1
1125,0,0.8645454545454545,112,450459.82332809997,220.0,72.0,28,0,0,1,0,1
1126,1,0.6759773813005752,479,1033907.72665,190.0,71.0,36,0,0,1,0,1
1127,1,0.7518840467976022,1530,1270513.499,175.0,73.0,39,1,0,0,0,1
1128,1,0.7433087217351176,2040,2230483.2709999997,193.0,71.0,36,1,0,0,0,1
1129,0,0.7786643268331884,130,386881.60094,180.0,72.0,27,0,1,0,1,0
1130,1,0.6407542367979641,676,1565217.3912,195.0,74.0,31,0,1,0,1,0
1131,1,0.7882675016938601,745,5333332.587979254,205.0,74.0,27,0,1,0,1,0
1132,0,0.7960875331564987,459,1854671.8339332181,190.0,73.0,35,0,0,1,0,1
1133,0,0.7986751941525811,133,381154.0497,185.0,72.0,27,0,1,0,1,0
1134,0,0.7646167907037473,117,250306.74846,190.0,75.0,24,0,0,1,0,1
1135,1,0.5790013679890561,650,695984.703505,175.0,71.0,33,0,1,0,0,1
1136,1,0.7705792995853349,1076,3597651.100413179,170.0,69.0,36,0,0,1,0,1
1137,1,0.6932116248999446,2349,4982698.962,150.0,71.0,39,1,0,0,0,1
1138,0,0.7758770255734064,251,1216730.0376,235.0,72.0,26,0,1,0,1,0
1139,1,0.7082598707057755,1609,2457757.296,200.0,74.0,37,0,1,0,1,0
1140,0,0.8004667357015293,340,2090106.8268749998,235.0,76.0,27,0,0,1,0,1
1141,1,0.7282727371983841,924,2491349.481,175.0,76.0,31,0,0,1,0,1
1142,1,0.5977332901064463,367,1088607.5951,180.0,69.0,29,0,1,0,0,1
1143,0,0.7510940387046581,321,629921.26,172.0,71.0,30,0,0,1,0,1
1144,0,0.6228809454615907,213,518631.178527,205.0,70.0,27,0,0,1,0,1
1145,0,0.7231645295677109,101,2700422.278886076,215.0,76.0,23,0,0,1,0,1
1146,1,0.8210599539150472,1726,19860627.173,195.0,73.0,36,0,0,1,0,1
1147,1,0.7177290142807384,818,2944785.276,195.0,74.0,33,0,1,0,0,1
1148,1,0.7790192891664172,2229,578871.201,165.0,72.0,39,0,0,1,0,1
1149,1,0.7210529480742054,473,3201422.8559999997,225.0,73.0,28,0,0,1,0,1
1150,1,0.7359195627047649,1790,580985.9153999999,175.0,73.0,37,0,0,1,0,1
1151,1,0.7772986815240337,1100,2369337.9791,190.0,74.0,34,0,1,0,0,1
1152,0,0.7970537735705712,267,1430536.4515,200.0,73.0,31,0,0,1,0,1
1153,1,0.7588571044856298,249,563478.2608319999,185.0,72.0,28,0,0,1,0,1
1154,1,0.8169935114365462,942,1872749.099,215.0,74.0,32,0,0,1,0,1
1155,0,0.8452041785375118,130,214149.13954,210.0,77.0,26,0,1,0,0,1
1156,1,0.7361413043478261,1410,1811425.9166249998,200.0,69.0,40,0,1,0,0,1
1157,0,0.6853378378378379,116,186457.5909,165.0,69.0,28,0,0,1,0,1
1158,1,0.8586202795667448,608,5042016.805,185.0,73.0,36,0,0,1,0,1
1159,1,0.7484272812208035,1540,1440576.23,195.0,73.0,37,0,0,1,0,1
1160,0,0.654413661455915,103,183626.6259,195.0,73.0,30,0,1,0,1,0
1161,1,0.7896091381295978,784,5420666.292,205.0,76.0,34,0,1,0,1,0
1162,0,0.5655220171901096,109,530575.1070618,200.0,76.0,31,0,0,1,0,1
1163,1,0.7808736620727739,268,448968.36324,225.0,75.0,25,0,1,0,0,1
1164,1,0.7390892730966261,999,1157742.402,175.0,72.0,33,0,0,1,0,1
1165,1,0.5724248789609857,873,2993585.1750000003,165.0,71.0,27,1,0,0,0,1
1166,1,0.5940013404825737,505,2650306.7484,178.0,72.0,28,1,0,0,0,1
1167,0,0.7605596246948145,263,328971.96266,170.0,74.0,33,1,0,0,0,1
1168,1,0.8959960697617293,1349,1288343.55825,190.0,78.0,36,0,1,0,1,0
1169,0,0.820821322128304,722,4157160.9618,205.0,76.0,30,0,0,1,0,1
1170,1,0.6412942399212297,625,3289281.0564381788,215.0,74.0,31,0,1,0,1,0
1171,1,0.7477618894674225,380,978260.8694999999,175.0,69.0,30,0,0,1,0,1
1172,1,0.7223091211262098,265,398809.52365,200.0,72.0,27,0,1,0,1,0
1173,1,0.6243368083858881,1763,1430207.299336816,190.0,72.0,35,0,0,1,0,1
1174,1,0.7257133946670824,1920,6549971.31777781,185.0,73.0,37,0,1,0,0,1
1175,0,0.66285209630938,111,253987.73005500002,175.0,71.0,28,0,1,0,1,0
1176,1,0.703973819541842,928,6000000.0,205.0,71.0,33,0,0,1,0,1
1177,0,0.7703833772314896,408,598130.8412,185.0,74.0,34,1,0,0,0,1
1178,1,0.7121362894558771,493,1011904.7615,195.0,73.0,37,0,1,0,1,0
1179,1,0.863999834100618,918,13517665.128,195.0,73.0,32,0,0,1,0,1
1180,1,0.6865466748017084,357,1493997.3328,225.0,76.0,26,0,1,0,1,0
1181,1,0.763280527256325,1334,11330472.098,195.0,72.0,33,1,0,0,1,0
1182,0,0.7708333333333333,311,944206.3515143059,210.0,71.0,25,0,0,1,0,1
1183,1,0.632518293771194,789,1596774.193575,175.0,75.0,31,0,0,1,0,1
1184,1,0.7182265438482878,516,1070911.72185,170.0,70.0,38,0,0,1,0,1
1185,0,0.7333778817240227,126,212598.42525,185.0,72.0,25,0,1,0,0,1
1186,1,0.8273990413233496,1203,8107074.568299999,185.0,73.0,34,0,0,1,0,1
1187,1,0.7769019607843137,388,1902097.9023000002,185.0,71.0,34,0,0,1,0,1
1188,0,0.8755742411812961,576,1728691.476,205.0,76.0,31,0,1,0,0,1
1189,1,0.5593013526704783,536,2517482.51775,180.0,72.0,28,0,0,1,0,1
1190,0,0.719421101774043,135,266814.8972,175.0,73.0,25,0,1,0,0,1
1191,1,0.7335287567582072,676,4000000.000425,230.0,75.0,28,0,1,0,0,1
1192,1,0.6539945488655269,1661,23125000.0,225.0,75.0,36,1,0,0,0,1
1193,1,0.7953855693744076,1845,16572211.470292266,220.0,69.0,35,0,0,1,0,1
1194,0,0.6882716049382716,349,1903797.46864,200.0,71.0,26,0,0,1,0,1
1195,1,0.6419259561978712,1834,1009946.4424500001,175.0,71.0,34,1,0,0,0,1
1196,1,0.8163225687798432,1099,2235791.968996439,200.0,74.0,36,1,0,0,0,1
1197,1,0.6492263309729871,396,1176051.31875,175.0,72.0,34,0,0,1,0,1
1198,1,0.80822044562884,213,1421272.6422749998,220.0,74.0,31,0,0,1,0,1
1199,1,0.6368122009569378,687,1306620.20875,185.0,71.0,33,0,0,1,0,1
1200,1,0.5840053404539385,218,521519.16363964,205.0,73.0,26,0,1,0,0,1
1201,1,0.5439546519728925,396,987096.77421,170.0,73.0,26,0,0,1,0,1
1202,1,0.8568285528031291,2063,6437047.75512,240.0,77.0,39,0,0,1,0,1
1203,1,0.7808328035600762,1078,1539033.4569899999,210.0,74.0,35,0,0,1,0,1
1204,1,1.0385763000852515,2104,1650618.9825,250.0,76.0,40,0,1,0,0,1
1205,1,0.7474972078383593,1266,2379182.8992277565,200.0,76.0,31,0,1,0,1,0
1206,1,0.6911458333333333,915,2449826.98965,170.0,71.0,34,0,1,0,0,1
1207,1,0.6911458333333333,915,498269.8962,170.0,71.0,34,0,1,0,0,1
1208,0,0.8704968715495032,1111,3197231.83395,165.0,71.0,31,0,0,1,0,1
1209,1,0.6341000548747028,827,2202643.17125,160.0,71.0,33,0,0,1,0,1
1210,0,0.6518981576370386,120,439942.11276,225.0,75.0,25,0,1,0,0,1
1211,1,0.7241527759548497,1347,2408759.1242,200.0,75.0,37,0,0,1,0,1
1212,0,0.645377488665484,124,531468.531525,225.0,71.0,30,0,1,0,0,1
1213,1,0.5468101280626864,496,813380.2815599999,160.0,69.0,32,1,0,0,0,1
1214,0,0.8201581822447133,258,7500000.0,250.0,74.0,26,0,0,1,0,1
1215,1,0.6439251875246743,486,1545064.3769999999,195.0,70.0,35,1,0,0,0,1
1216,0,0.705209994683679,226,3201422.8559999997,200.0,71.0,33,0,0,1,0,1
1217,0,0.5851969696969697,103,162299.2392,194.0,72.0,27,0,1,0,1,0
1218,1,0.7940053266838479,442,453571.42839,205.0,73.0,26,0,1,0,0,1
1219,1,0.884521202636749,2029,3035294.117685,165.0,72.0,35,0,0,1,0,1
1220,1,0.7477253928866832,275,2001111.729,205.0,75.0,31,0,0,1,0,1
1221,0,0.7854450795087997,101,511200.0,190.0,69.0,25,0,0,1,0,1
1222,0,0.7865641266486635,471,1356828.19349,170.0,70.0,28,0,1,0,0,1
1223,0,0.8105919003115265,1257,612676.05624,150.0,73.0,37,0,0,1,0,1
1224,1,0.6889014084507042,1149,2457757.296,185.0,74.0,34,0,1,0,0,1
1225,1,0.7611041367766619,929,20000000.0,205.0,75.0,32,0,0,1,0,1
1226,0,0.686551501453019,219,463096.9608,170.0,73.0,30,0,1,0,1,0
1227,1,0.6707319100824687,1227,13541914.500456754,210.0,71.0,33,0,0,1,0,1
1228,1,0.6989366279427132,1074,1825866.441,185.0,72.0,31,0,1,0,1,0
1229,1,0.620034542314335,1138,13637515.8381,185.0,75.0,30,0,0,1,0,1
1230,1,0.6009117551286226,734,1805661.209261247,155.0,70.0,31,1,0,0,0,1
1231,1,0.7770481711383574,1332,6590621.0370000005,245.0,72.0,35,0,0,1,0,1
1232,0,0.8181481481481481,130,384330.3334475,191.0,72.0,27,0,1,0,1,0
1233,1,0.6946122059758424,933,733740.9673,170.0,72.0,35,0,0,1,0,1
1234,1,0.819794106167057,1362,1086309.523375,175.0,70.0,37,1,0,0,0,1
1235,0,0.7484575909588883,498,3930796.4014332183,200.0,74.0,33,0,0,1,0,1
1236,1,0.8181572879360252,803,717391.3043,180.0,73.0,37,0,1,0,1,0
1237,1,0.6978236537744061,1495,5748987.8529,190.0,73.0,34,0,1,0,0,1
1238,1,0.7030510665804783,1301,5594405.595000001,230.0,74.0,37,1,0,0,0,1
1239,0,0.6362663241275958,103,628652.8867500001,190.0,71.0,31,0,1,0,0,1
1240,1,0.7657299042447812,1464,11180124.227250002,195.0,72.0,36,0,0,1,0,1
1241,1,0.8053145216488927,1411,16231240.024358163,225.0,73.0,35,0,1,0,0,1
1242,1,0.6141397981786857,554,2097902.098125,195.0,71.0,33,0,1,0,0,1
1243,1,0.7535911602209945,490,4250871.080150001,185.0,72.0,38,0,0,1,0,1
1244,0,0.6020817965740513,108,492700.72995,185.0,70.0,29,0,1,0,0,1
1245,1,0.6127636021475619,697,4309252.2165,205.0,75.0,32,0,1,0,1,0
1246,1,0.698984962406015,1871,1524616.1988,185.0,73.0,37,0,1,0,0,1
1247,1,0.7465944272445821,539,3039615.8453,166.0,69.0,28,1,0,0,0,1
1248,1,0.6859931601058248,416,2839036.7544,240.0,71.0,25,0,0,1,0,1
1249,1,0.8013084652642233,1088,13390557.933999998,190.0,69.0,33,0,0,1,0,1
1250,1,0.7748057452319284,1096,8683068.015,175.0,71.0,33,1,0,0,0,1
1251,1,0.6704715194438369,839,5780988.994641838,170.0,69.0,33,0,1,0,0,1
1252,1,0.6850933908045977,616,1825866.441,180.0,73.0,32,0,0,1,0,1
1253,1,0.6848279917671274,910,1524616.1988,150.0,73.0,36,1,0,0,0,1
1254,1,0.6725411821705426,2482,1513067.400625,180.0,69.0,43,1,0,0,0,1
1255,1,0.7106337271750806,273,527500.0,225.0,72.0,32,0,1,0,0,1
1256,1,0.6423412889469702,530,836431.2266249999,198.0,72.0,29,0,1,0,0,1
1257,1,0.6137316561844863,330,1188475.38975,195.0,71.0,30,1,0,0,0,1
1258,1,0.6087705270926871,346,1054671.2802900001,170.0,69.0,35,1,0,0,0,1
1259,1,0.8102864307697318,574,1056338.028,205.0,75.0,28,0,1,0,0,1
1260,1,0.897756740712969,1616,16521739.56411594,185.0,74.0,37,0,1,0,0,1
1261,0,0.8228897273922076,932,10550000.0,210.0,75.0,31,1,0,0,0,1
1262,1,0.8285400363515227,824,3072196.62,180.0,72.0,32,0,1,0,0,1
1263,1,0.6265661002304148,234,1000000.0,250.0,74.0,30,0,1,0,0,1
1264,0,0.8586386349028633,1937,5526315.788175,220.0,75.0,37,0,0,1,0,1
1265,1,0.7744397993311036,479,1257042.25332,180.0,72.0,33,0,1,0,0,1
1266,0,0.892258925592259,442,787401.575,175.0,73.0,30,0,0,1,0,1
1267,1,0.7232862001073922,388,1167434.7156,240.0,74.0,30,0,1,0,1,0
1268,1,0.7132231874183841,1080,986993.1142125,195.0,74.0,37,0,0,1,0,1
1269,0,0.753656914893617,225,1214723.92635,200.0,74.0,33,1,0,0,0,1
1270,1,0.7474260936431989,1406,1887096.774225,190.0,72.0,35,0,1,0,1,0
1271,0,0.7505800348518795,108,1089570.5521200001,185.0,69.0,33,0,0,1,0,1
1272,1,0.7543067877037343,570,196721.3115,185.0,72.0,33,1,0,0,1,0
1273,0,0.608834930548078,118,504355.4005775,170.0,69.0,25,1,0,0,0,1
1274,1,0.776829268292683,1015,1500000.0,210.0,72.0,34,0,0,1,0,1
1275,1,0.6372223897095769,1179,4321728.69,175.0,72.0,36,1,0,0,0,1
1276,0,0.5499577141476379,103,300000.000005,170.0,72.0,30,0,0,1,0,1
1277,1,0.6307159924198731,1597,25383200.332136724,230.0,73.0,35,0,0,1,0,1
1278,1,0.7521263554926921,1120,21733615.0,235.0,77.0,37,0,0,1,0,1
1279,1,0.8606000211549489,2203,5702421.591766782,160.0,71.0,36,0,1,0,0,1
1280,0,0.8023618299720388,1670,6775832.865000001,170.0,73.0,39,1,0,0,0,1
1281,1,0.6345944632804166,1998,1935483.871,165.0,71.0,39,0,0,1,0,1
1282,0,0.7461712505542732,300,844290.103816782,210.0,75.0,27,1,0,0,0,1
1283,1,0.7904743975903614,781,3493912.12225,193.0,73.0,32,0,0,1,0,1
1284,1,0.7641037777712038,1119,1548387.0968,200.0,74.0,37,0,1,0,0,1
1285,0,0.7658356026097197,249,1296518.607,195.0,75.0,28,0,0,1,0,1
1286,1,0.6884920634920635,920,4181184.668,215.0,72.0,35,0,0,1,0,1
1287,1,0.7861084710427078,726,5036179.4487,200.0,72.0,30,0,1,0,1,0
1288,1,0.6023468609675506,620,684248.04,158.0,69.0,31,1,0,0,0,1
1289,0,0.9365381165919282,136,352941.176475,210.0,74.0,26,0,1,0,0,1
1290,1,0.7676014874496436,1929,1785714.2850000001,180.0,74.0,38,1,0,0,0,1
1291,1,0.7392508510918427,573,3307928.919868897,190.0,74.0,34,0,0,1,0,1
1292,1,0.7094351568341711,1027,7210300.425999999,230.0,74.0,34,0,0,1,0,1
1293,1,0.7799064579960424,1370,12196499.157000002,205.0,74.0,36,0,0,1,0,1
1294,0,0.7075446146438352,128,131386.86132,185.0,71.0,26,0,0,1,0,1
1295,0,0.7347185908903262,136,442836.468765,185.0,71.0,26,1,0,0,0,1
1296,1,0.8531460014835974,402,1461090.52385,217.0,74.0,28,0,0,1,0,1
1297,1,0.6151881324295118,867,4446797.2465,190.0,75.0,35,0,0,1,0,1
1298,0,0.6628491989937773,113,308283.31322,160.0,71.0,26,1,0,0,0,1
1299,1,0.6573635174893756,864,1377199.69425,190.0,73.0,32,0,0,1,0,1
1300,1,0.790630360205832,997,6251808.9708,200.0,72.0,30,0,0,1,0,1
1301,1,0.655602690514408,971,2065799.541375,170.0,70.0,34,1,0,0,0,1
1302,1,0.7144807231138166,831,4761904.76,193.0,74.0,32,0,0,1,0,1
1303,1,0.6492637472198788,2112,1162629.7578,190.0,75.0,38,1,0,0,0,1
1304,1,0.7673289876214922,2774,4484429.0658,220.0,78.0,42,0,0,1,0,1
1305,1,0.5569917332212415,482,898075.5525,185.0,71.0,31,0,1,0,0,1
1306,1,0.6713416694829335,1413,10741258.742400002,175.0,74.0,35,1,0,0,0,1
1307,1,0.555798049056337,1135,2457757.296,160.0,69.0,36,0,1,0,0,1
1308,0,0.7114776489451727,104,1010869.5651499999,190.0,72.0,27,0,0,1,0,1
1309,1,0.6502881638485354,278,381025.2487425,160.0,72.0,25,0,0,1,0,1
