Years_Played,H,BB,HR,AVE,OBP,Slug_Percent,OPS,RBI,R,SB,2B,3B,AB,SO,DPf,Af,Ef,YSLS,G_all,debut_age,weight,height
12,389,186,39,0.2512919896640827,0.3286752375628843,0.3882428940568475,0.7169181316197318,219.0,210,33.0,73,11,1548,247.0,4.0,31.0,12.0,16.0,626,25.0,200.0,74.0
1,4,0,0,0.3076923076923077,0.3076923076923077,0.4615384615384616,0.7692307692307693,1.0,0,0.0,2,0,13,3.0,0.0,8.0,0.0,89.0,12,27.0,200.0,74.0
1,11,7,0,0.2972972972972973,0.4090909090909091,0.3783783783783784,0.7874692874692875,1.0,10,6.0,1,1,37,9.0,0.0,0.0,2.0,24.0,21,24.0,190.0,74.0
5,1,0,0,0.05263157894736842,0.047619047619047616,0.05263157894736842,0.10025062656641603,0.0,0,0.0,0,0,19,7.0,2.0,33.0,6.0,36.0,67,22.0,185.0,75.0
8,357,103,20,0.2630803242446573,0.3141112618724559,0.3596168017686072,0.6737280636410632,187.0,105,6.0,53,9,1357,127.0,24.0,166.0,27.0,66.0,517,28.0,180.0,74.0
6,236,104,14,0.23671013039117356,0.3077609277430865,0.34503510531594783,0.6527960330590343,126.0,82,3.0,54,6,997,115.0,23.0,129.0,23.0,82.0,312,23.0,178.0,72.0
2,12,16,0,0.15,0.27184466019417475,0.175,0.4468446601941747,6.0,8,0.0,2,0,80,15.0,5.0,99.0,3.0,90.0,76,27.0,160.0,71.0
2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,0.0,1.0,0.0,27.0,22,26.0,195.0,77.0
3,10,5,0,0.16666666666666666,0.21739130434782608,0.26666666666666666,0.4840579710144928,3.0,4,0.0,4,1,60,9.0,2.0,37.0,3.0,68.0,79,22.0,200.0,72.0
5,17,4,0,0.2328767123287671,0.23863636363636365,0.2602739726027397,0.4989103362391034,6.0,8,0.0,2,0,73,14.0,8.0,66.0,3.0,65.0,172,27.0,195.0,70.0
8,204,124,16,0.21841541755888647,0.3058076225045372,0.3179871520342613,0.6237947745387984,83.0,115,8.0,37,4,934,197.0,16.0,126.0,14.0,9.0,332,23.0,185.0,72.0
10,2,0,0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.0,0,0.0,0,0,13,5.0,9.0,136.0,13.0,37.0,309,22.0,220.0,77.0
2,7,4,0,0.18421052631578946,0.2727272727272727,0.2631578947368421,0.5358851674641147,5.0,4,1.0,1,1,38,4.0,2.0,1.0,2.0,85.0,25,22.0,195.0,72.0
8,265,117,12,0.2264957264957265,0.30424886191198786,0.2957264957264957,0.5999753576384836,87.0,141,12.0,35,5,1170,166.0,6.0,30.0,20.0,45.0,513,22.0,190.0,74.0
2,2,2,0,0.1111111111111111,0.2,0.1111111111111111,0.3111111111111111,1.0,2,0.0,0,0,18,5.0,4.0,6.0,1.0,29.0,9,28.0,225.0,76.0
1,8,2,0,0.2962962962962963,0.3333333333333333,0.3703703703703704,0.7037037037037037,4.0,1,0.0,2,0,27,3.0,3.0,8.0,0.0,66.0,10,24.0,185.0,73.0
4,324,129,39,0.26150121065375304,0.3395282344531809,0.41727199354318,0.7568002279963608,158.0,146,8.0,72,2,1239,240.0,182.0,148.0,16.0,15.0,378,25.0,225.0,76.0
18,1700,594,84,0.2700127064803049,0.3311837202636859,0.3767471410419314,0.7079308613056172,729.0,789,101.0,276,72,6296,551.0,117.0,216.0,79.0,55.0,1904,21.0,188.0,72.0
8,186,103,17,0.2330827067669173,0.31868131868131866,0.35463659147869675,0.6733179101600154,86.0,83,5.0,36,5,798,165.0,66.0,280.0,25.0,15.0,450,25.0,185.0,72.0
1,0,1,0,0.0,0.1,0.0,0.1,0.0,10,3.0,0,0,9,1.0,3.0,14.0,1.0,39.0,33,22.0,160.0,71.0
1,5,0,0,0.5555555555555556,0.5555555555555556,0.8888888888888888,1.4444444444444444,4.0,0,0.0,3,0,9,1.0,0.0,0.0,0.0,93.0,6,28.0,162.0,71.0
5,2,1,0,0.25,0.3,0.25,0.55,0.0,0,0.0,0,0,8,3.0,4.0,35.0,1.0,30.0,127,25.0,200.0,74.0
3,2,1,1,0.25,0.3,0.875,1.175,1.0,5,0.0,0,1,8,1.0,1.0,6.0,1.0,43.0,19,24.0,205.0,74.0
6,5,3,0,0.1724137931034483,0.22857142857142854,0.1724137931034483,0.4009852216748768,1.0,1,0.0,0,0,29,10.0,13.0,99.0,14.0,28.0,334,26.0,180.0,73.0
3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,10,2.0,0.0,8.0,1.0,93.0,10,23.0,235.0,79.0
8,41,4,0,0.17903930131004367,0.1836734693877551,0.1921397379912664,0.3758132073790215,7.0,13,0.0,3,0,229,41.0,5.0,116.0,15.0,73.0,217,22.0,155.0,68.0
1,20,7,0,0.19801980198019806,0.24770642201834864,0.2277227722772277,0.4754291942955764,5.0,12,2.0,3,0,101,9.0,13.0,81.0,15.0,72.0,32,21.0,172.0,71.0
1,2,1,0,0.2222222222222222,0.3,0.3333333333333333,0.6333333333333333,3.0,0,0.0,1,0,9,1.0,0.0,5.0,0.0,78.0,9,23.0,170.0,70.0
7,258,133,16,0.2459485224022879,0.3311312964492155,0.338417540514776,0.6695488369639915,114.0,123,13.0,41,4,1049,239.0,3.0,10.0,15.0,44.0,490,24.0,182.0,73.0
1,1,0,0,0.07692307692307693,0.07142857142857142,0.07692307692307693,0.14835164835164835,1.0,2,1.0,0,0,13,5.0,0.0,0.0,0.0,24.0,12,26.0,185.0,72.0
5,11,4,0,0.13253012048192772,0.16129032258064516,0.14457831325301204,0.3058686358336572,4.0,4,0.0,1,0,83,36.0,4.0,99.0,13.0,42.0,184,22.0,200.0,74.0
2,15,2,1,0.2777777777777778,0.3103448275862069,0.3888888888888889,0.6992337164750958,10.0,8,0.0,3,0,54,6.0,0.0,20.0,0.0,88.0,43,25.0,164.0,68.0
7,81,26,0,0.24770642201834864,0.3002754820936639,0.27522935779816515,0.575504839891829,28.0,31,0.0,9,0,327,17.0,9.0,45.0,2.0,72.0,145,25.0,178.0,71.0
3,16,7,0,0.3018867924528302,0.38333333333333336,0.3584905660377358,0.7418238993710692,5.0,9,2.0,1,1,53,3.0,5.0,29.0,2.0,71.0,17,23.0,180.0,72.0
2,1,2,0,0.037037037037037035,0.10344827586206896,0.037037037037037035,0.140485312899106,0.0,0,0.0,0,0,27,11.0,0.0,4.0,1.0,45.0,9,23.0,205.0,76.0
1,2,0,0,0.13333333333333333,0.10526315789473684,0.13333333333333333,0.23859649122807014,1.0,1,0.0,0,0,15,6.0,0.0,19.0,0.0,17.0,30,27.0,154.0,68.0
9,621,182,26,0.263918402039949,0.31521739130434784,0.3472163195920102,0.6624337108963579,214.0,305,126.0,86,16,2353,284.0,15.0,53.0,22.0,14.0,806,24.0,185.0,73.0
7,258,124,4,0.2478386167146974,0.3213087248322148,0.2987512007684918,0.6200599256007067,95.0,114,12.0,29,6,1041,142.0,158.0,897.0,31.0,34.0,447,24.0,175.0,71.0
2,1,0,0,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.30952380952380953,2.0,1,0.0,0,0,6,3.0,2.0,6.0,0.0,17.0,23,27.0,160.0,73.0
4,3,2,0,0.2727272727272727,0.38461538461538464,0.2727272727272727,0.6573426573426573,0.0,2,0.0,0,0,11,2.0,0.0,19.0,0.0,45.0,61,27.0,190.0,74.0
3,36,4,2,0.2057142857142857,0.2258064516129032,0.29714285714285715,0.5229493087557604,14.0,13,0.0,10,0,175,31.0,3.0,27.0,7.0,15.0,87,25.0,185.0,73.0
2,15,6,2,0.2307692307692308,0.2876712328767123,0.3692307692307693,0.6569020021074816,6.0,9,0.0,3,0,65,11.0,2.0,46.0,2.0,72.0,56,26.0,170.0,70.0
6,10,2,0,0.17543859649122806,0.2,0.19298245614035087,0.3929824561403509,3.0,2,0.0,1,0,57,26.0,0.0,30.0,2.0,61.0,98,22.0,165.0,74.0
7,283,88,0,0.22301024428684,0.2670454545454545,0.2647754137115839,0.5318208682570384,84.0,116,18.0,27,13,1269,231.0,235.0,1093.0,58.0,38.0,516,24.0,170.0,73.0
1,12,3,0,0.25,0.2830188679245283,0.3958333333333333,0.6788522012578616,2.0,8,0.0,3,2,48,4.0,0.0,1.0,2.0,70.0,21,29.0,185.0,71.0
1,2,4,0,0.13333333333333333,0.3157894736842105,0.26666666666666666,0.5824561403508772,0.0,3,0.0,2,0,15,6.0,1.0,12.0,2.0,83.0,17,31.0,180.0,72.0
5,4,4,0,0.061538461538461535,0.11267605633802814,0.061538461538461535,0.17421451787648973,4.0,2,0.0,0,0,65,21.0,3.0,67.0,2.0,71.0,58,22.0,200.0,73.0
10,44,30,3,0.1660377358490566,0.2459016393442623,0.2452830188679245,0.4911846582121868,20.0,18,0.0,12,0,265,94.0,8.0,160.0,6.0,45.0,227,20.0,185.0,73.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,0.0,2.0,1.0,34.0,5,23.0,180.0,72.0
7,145,46,3,0.2301587301587301,0.2790697674418605,0.27936507936507937,0.5584348468069398,47.0,60,7.0,18,2,630,59.0,123.0,514.0,31.0,59.0,266,23.0,170.0,72.0
4,39,14,0,0.2805755395683453,0.3461538461538461,0.31654676258992803,0.6627006087437741,16.0,9,0.0,3,1,139,21.0,4.0,4.0,2.0,27.0,82,27.0,180.0,74.0
3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,6,3.0,2.0,14.0,1.0,24.0,79,26.0,195.0,74.0
11,432,90,25,0.2774566473988439,0.3157894736842105,0.3924213230571612,0.7082107967413718,209.0,182,8.0,72,16,1557,114.0,308.0,244.0,39.0,69.0,542,24.0,185.0,73.0
11,403,127,14,0.23267898383371824,0.2818229439497119,0.29157043879907624,0.5733933827487881,134.0,176,4.0,42,9,1732,151.0,275.0,1295.0,46.0,42.0,682,24.0,175.0,72.0
1,4,4,1,0.10810810810810813,0.1951219512195122,0.21621621621621626,0.4113381674357284,4.0,3,1.0,1,0,37,9.0,0.0,0.0,0.0,33.0,24,27.0,190.0,71.0
17,1564,852,189,0.25715225254850377,0.34544938236546924,0.4029924366984545,0.7484418190639237,773.0,772,85.0,234,43,6082,1126.0,314.0,2397.0,210.0,39.0,1931,20.0,180.0,73.0
10,257,61,6,0.2601214574898785,0.3061797752808989,0.3228744939271255,0.6290542692080244,70.0,106,12.0,38,3,988,127.0,152.0,739.0,53.0,48.0,389,21.0,180.0,72.0
6,17,0,0,0.1619047619047619,0.17272727272727273,0.22857142857142854,0.4012987012987013,3.0,6,0.0,3,2,105,18.0,2.0,78.0,5.0,82.0,135,27.0,182.0,72.0
9,13,6,1,0.1368421052631579,0.1891891891891892,0.18947368421052632,0.3786628733997155,6.0,6,1.0,2,0,95,43.0,4.0,74.0,7.0,46.0,261,23.0,200.0,73.0
5,4,7,0,0.05797101449275361,0.13580246913580246,0.05797101449275361,0.1937734836285561,0.0,3,0.0,0,0,69,30.0,2.0,48.0,4.0,44.0,154,25.0,170.0,73.0
8,287,115,3,0.27411652340019105,0.3406408094435076,0.34097421203438394,0.6816150214778915,128.0,106,5.0,47,7,1047,65.0,125.0,210.0,21.0,74.0,533,21.0,181.0,71.0
2,7,3,0,0.2692307692307692,0.3333333333333333,0.4230769230769231,0.7564102564102564,0.0,6,0.0,0,2,26,3.0,2.0,17.0,1.0,38.0,12,26.0,170.0,69.0
6,2,0,0,0.2222222222222222,0.18181818181818185,0.3333333333333333,0.5151515151515151,2.0,0,0.0,1,0,9,4.0,2.0,34.0,4.0,16.0,202,24.0,225.0,77.0
3,49,29,4,0.2168141592920354,0.3088803088803089,0.33185840707964603,0.6407387159599549,29.0,22,0.0,10,2,226,75.0,8.0,22.0,0.0,24.0,104,24.0,180.0,76.0
4,4,0,0,0.09090909090909093,0.0851063829787234,0.09090909090909093,0.1760154738878143,2.0,1,0.0,0,0,44,11.0,0.0,25.0,4.0,64.0,79,26.0,195.0,75.0
6,80,38,1,0.26490066225165565,0.34097421203438394,0.3443708609271523,0.6853450729615362,33.0,35,1.0,11,5,302,49.0,49.0,201.0,23.0,28.0,193,25.0,185.0,74.0
1,4,1,0,0.19047619047619047,0.2272727272727273,0.2380952380952381,0.4653679653679653,1.0,3,2.0,1,0,21,4.0,1.0,1.0,1.0,88.0,10,29.0,185.0,71.0
9,537,160,28,0.27723283427981416,0.3308376228357511,0.3820340733092411,0.7128716961449921,233.0,268,14.0,77,21,1937,190.0,37.0,57.0,35.0,77.0,615,23.0,180.0,72.0
6,12,17,0,0.07228915662650602,0.14925373134328354,0.07228915662650602,0.2215428879697896,1.0,6,0.0,0,0,166,73.0,4.0,86.0,9.0,41.0,234,21.0,196.0,76.0
7,269,75,15,0.2438803263825929,0.28465955701394585,0.35086128739800543,0.6355208444119513,122.0,146,7.0,39,17,1103,100.0,9.0,25.0,17.0,87.0,482,26.0,160.0,71.0
2,4,1,0,0.3333333333333333,0.35714285714285715,0.5,0.8571428571428572,1.0,2,0.0,2,0,12,2.0,0.0,8.0,0.0,89.0,15,23.0,185.0,74.0
13,1103,333,60,0.2524605172808423,0.3052719316524276,0.3364614328221561,0.6417333644745837,457.0,386,19.0,135,26,4369,459.0,136.0,1966.0,135.0,46.0,1324,18.0,170.0,74.0
6,195,68,24,0.2610441767068273,0.322463768115942,0.40562248995983935,0.7280862580757814,112.0,76,3.0,34,1,747,195.0,98.0,57.0,17.0,48.0,277,23.0,215.0,74.0
7,493,217,5,0.28011363636363634,0.35636182902584496,0.35113636363636364,0.7074981926622086,117.0,286,148.0,58,26,1760,296.0,5.0,26.0,32.0,21.0,573,25.0,170.0,74.0
7,497,136,6,0.2399806856591019,0.2848939929328622,0.30082085948816994,0.5857148524210322,152.0,191,38.0,92,8,2071,174.0,328.0,1808.0,172.0,70.0,639,24.0,166.0,71.0
3,3,2,0,0.21428571428571427,0.29411764705882354,0.21428571428571427,0.5084033613445378,1.0,2,0.0,0,0,14,7.0,2.0,18.0,3.0,54.0,89,25.0,187.0,73.0
13,9,3,0,0.09473684210526316,0.10526315789473684,0.09473684210526316,0.2,7.0,6,0.0,0,0,95,42.0,10.0,212.0,12.0,33.0,620,25.0,210.0,76.0
1,43,23,2,0.22872340425531915,0.3194444444444444,0.3138297872340425,0.6332742316784871,14.0,19,2.0,4,3,188,12.0,7.0,41.0,17.0,91.0,76,26.0,185.0,73.0
1,7,5,0,0.2,0.2857142857142857,0.2571428571428571,0.5428571428571428,2.0,0,0.0,2,0,35,9.0,1.0,5.0,2.0,45.0,12,22.0,181.0,71.0
6,532,234,50,0.2656015976035946,0.33987783595113435,0.400399400898652,0.7402772368497863,249.0,282,12.0,96,12,2003,281.0,8.0,35.0,29.0,70.0,576,24.0,180.0,72.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,0.0,0.0,0.0,50.0,3,20.0,205.0,74.0
3,2,0,0,0.2,0.2,0.2,0.4,0.0,0,0.0,0,0,10,5.0,1.0,5.0,0.0,58.0,13,21.0,185.0,75.0
9,153,56,18,0.1994784876140808,0.2535885167464115,0.3089960886571056,0.5625846054035171,80.0,56,0.0,22,4,767,146.0,10.0,105.0,25.0,48.0,313,24.0,195.0,71.0
1,4,4,0,0.19047619047619047,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.0,1,1.0,2,0,21,4.0,10.0,31.0,2.0,35.0,24,29.0,170.0,71.0
1,1,0,0,0.5,0.5,1.0,1.5,0.0,1,0.0,1,0,2,0.0,0.0,0.0,0.0,78.0,2,30.0,178.0,71.0
9,564,187,17,0.2710235463719366,0.3235168587281264,0.3531955790485344,0.6767124377766607,190.0,273,20.0,100,10,2081,251.0,16.0,42.0,9.0,22.0,794,27.0,180.0,72.0
1,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0,0.0,0,0,3,0.0,0.0,0.0,2.0,69.0,2,25.0,205.0,73.0
11,157,31,7,0.2308823529411765,0.263448275862069,0.3044117647058823,0.5678600405679513,65.0,48,4.0,27,1,680,115.0,11.0,133.0,11.0,8.0,263,23.0,245.0,71.0
3,23,8,0,0.1464968152866242,0.18128654970760236,0.1592356687898089,0.3405222184974113,9.0,10,0.0,2,0,157,38.0,5.0,134.0,5.0,80.0,144,27.0,180.0,73.0
6,141,57,1,0.2596685082872928,0.3273322422258593,0.3057090239410681,0.6330412661669274,43.0,48,7.0,12,5,543,73.0,1.0,8.0,9.0,45.0,242,20.0,165.0,70.0
6,32,4,4,0.16666666666666666,0.18686868686868688,0.2395833333333333,0.4264520202020202,11.0,11,0.0,2,0,192,60.0,2.0,17.0,2.0,16.0,104,24.0,180.0,73.0
1,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,4,0.0,0.0,3.0,0.0,38.0,3,26.0,200.0,73.0
3,4,3,1,0.16666666666666666,0.25925925925925924,0.3333333333333333,0.5925925925925926,3.0,4,0.0,1,0,24,8.0,0.0,10.0,1.0,74.0,23,22.0,185.0,74.0
15,951,370,38,0.2631433314886552,0.32859941234084233,0.34836745987825124,0.6769668722190936,403.0,359,18.0,178,8,3614,580.0,60.0,466.0,45.0,13.0,1279,22.0,195.0,73.0
2,6,2,0,0.13333333333333333,0.16326530612244894,0.17777777777777778,0.34104308390022675,1.0,2,0.0,2,0,45,19.0,2.0,52.0,2.0,93.0,33,21.0,170.0,71.0
6,18,4,0,0.16071428571428573,0.17600000000000002,0.1875,0.3635,5.0,6,0.0,3,0,112,52.0,2.0,58.0,6.0,32.0,84,22.0,200.0,77.0
3,12,8,1,0.17142857142857146,0.2531645569620253,0.2714285714285714,0.5245931283905967,4.0,4,1.0,4,0,70,19.0,0.0,0.0,1.0,32.0,36,23.0,205.0,76.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,0.0,0.0,0.0,48.0,2,21.0,205.0,74.0
1,4,2,1,0.1176470588235294,0.16666666666666666,0.2058823529411765,0.3725490196078432,2.0,2,0.0,0,0,34,4.0,0.0,7.0,0.0,86.0,16,29.0,175.0,72.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,0.0,1.0,0.0,97.0,2,25.0,190.0,73.0
10,3,1,0,0.0967741935483871,0.1111111111111111,0.0967741935483871,0.2078853046594982,0.0,2,0.0,0,0,31,11.0,8.0,75.0,2.0,11.0,313,27.0,225.0,74.0
2,12,7,0,0.24489795918367346,0.3448275862068966,0.30612244897959184,0.6509500351864884,7.0,6,3.0,3,0,49,7.0,8.0,38.0,1.0,16.0,25,24.0,164.0,71.0
4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5,3.0,0.0,10.0,1.0,54.0,29,23.0,210.0,76.0
2,2,2,0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.0,0,0.0,0,0,9,2.0,0.0,6.0,0.0,64.0,13,20.0,195.0,74.0
12,1417,369,36,0.2927685950413223,0.3400679758308157,0.3830578512396694,0.7231258270704851,405.0,728,321.0,189,70,4840,543.0,14.0,67.0,36.0,17.0,1379,24.0,155.0,68.0
6,17,8,0,0.09941520467836257,0.13089005235602094,0.1286549707602339,0.2595450231162548,9.0,12,0.0,5,0,171,50.0,3.0,101.0,2.0,79.0,108,23.0,178.0,72.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,4,1.0,0.0,0.0,0.0,50.0,4,26.0,190.0,73.0
9,448,173,54,0.24177010253642744,0.3093629343629344,0.3853211009174312,0.6946840352803656,218.0,280,56.0,86,9,1853,430.0,9.0,28.0,14.0,16.0,699,23.0,170.0,70.0
2,97,17,1,0.27793696275071633,0.312,0.3753581661891118,0.6873581661891117,55.0,45,2.0,15,8,349,36.0,4.0,7.0,3.0,89.0,104,30.0,180.0,72.0
1,4,0,0,0.21052631578947367,0.21052631578947367,0.3157894736842105,0.5263157894736842,1.0,1,0.0,2,0,19,3.0,1.0,5.0,2.0,87.0,6,23.0,150.0,67.0
5,107,38,2,0.2399103139013453,0.2977867203219316,0.30493273542600896,0.6027194557479405,31.0,34,2.0,19,2,446,45.0,14.0,150.0,14.0,64.0,195,27.0,180.0,73.0
1,29,4,1,0.2301587301587301,0.2519083969465649,0.30952380952380953,0.5614322064703744,11.0,14,0.0,5,1,126,18.0,1.0,3.0,0.0,35.0,46,25.0,190.0,74.0
2,2,0,0,0.08695652173913042,0.08695652173913042,0.13043478260869565,0.21739130434782608,1.0,1,0.0,1,0,23,2.0,2.0,7.0,1.0,57.0,15,24.0,185.0,69.0
9,1,0,0,0.25,0.25,0.25,0.5,0.0,0,0.0,0,0,4,1.0,6.0,56.0,4.0,16.0,349,25.0,195.0,74.0
1,10,7,2,0.2380952380952381,0.3469387755102041,0.4047619047619048,0.7517006802721089,3.0,6,0.0,1,0,42,17.0,0.0,4.0,0.0,36.0,15,25.0,190.0,73.0
11,632,363,103,0.25350982751704776,0.35102323968088794,0.4255916566385881,0.7766148963194759,402.0,357,10.0,104,8,2493,462.0,586.0,430.0,65.0,55.0,835,24.0,209.0,75.0
3,9,1,0,0.2195121951219512,0.2325581395348837,0.2195121951219512,0.4520703346568349,2.0,4,0.0,0,0,41,10.0,0.0,19.0,4.0,71.0,24,21.0,178.0,73.0
10,1336,488,103,0.2612436448963629,0.3278717099529371,0.3959718420023465,0.7238435519552835,532.0,734,196.0,264,58,5114,824.0,12.0,37.0,33.0,18.0,1354,23.0,175.0,72.0
4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,0.0,1.0,12.0,1.0,11.0,86,26.0,195.0,71.0
3,9,14,0,0.2195121951219512,0.4107142857142857,0.2926829268292683,0.7033972125435539,6.0,8,0.0,3,0,41,6.0,6.0,11.0,0.0,23.0,34,26.0,220.0,71.0
11,31,15,0,0.14903846153846154,0.19831223628691985,0.1971153846153846,0.3954276209023044,9.0,29,1.0,6,2,208,27.0,17.0,153.0,6.0,70.0,200,23.0,168.0,67.0
6,213,46,18,0.24398625429553264,0.28202368137782563,0.3596792668957617,0.6417029482735874,69.0,108,28.0,27,10,873,237.0,1.0,8.0,13.0,43.0,336,25.0,180.0,73.0
5,273,132,2,0.25045871559633026,0.3285140562248996,0.3027522935779817,0.6312663498028812,114.0,89,2.0,41,5,1090,120.0,28.0,157.0,27.0,69.0,367,26.0,180.0,70.0
15,1344,481,87,0.2577181208053692,0.31549974195768105,0.3581975071907958,0.6736972491484768,481.0,617,64.0,179,42,5215,675.0,75.0,157.0,55.0,35.0,1799,24.0,180.0,73.0
1,47,18,3,0.23737373737373735,0.3013698630136986,0.3434343434343434,0.644804206448042,21.0,21,1.0,12,0,198,19.0,35.0,21.0,2.0,22.0,71,27.0,185.0,72.0
2,26,22,2,0.17333333333333334,0.2954545454545455,0.2866666666666667,0.5821212121212122,10.0,15,1.0,5,3,150,37.0,0.0,2.0,2.0,62.0,64,25.0,185.0,74.0
5,7,0,1,0.3043478260869565,0.2916666666666667,0.43478260869565216,0.7264492753623188,2.0,2,0.0,0,0,23,6.0,2.0,21.0,3.0,19.0,84,23.0,240.0,78.0
1,10,3,2,0.17857142857142858,0.21666666666666667,0.32142857142857145,0.5380952380952382,6.0,7,0.0,2,0,56,9.0,0.0,9.0,4.0,37.0,54,24.0,195.0,72.0
10,2,1,0,0.4,0.42857142857142855,0.4,0.8285714285714285,1.0,0,0.0,0,0,5,2.0,3.0,30.0,0.0,5.0,483,23.0,225.0,74.0
2,7,6,0,0.175,0.2916666666666667,0.225,0.5166666666666667,2.0,11,2.0,0,1,40,9.0,7.0,43.0,2.0,38.0,24,24.0,175.0,67.0
1,7,2,1,0.16279069767441862,0.2,0.3023255813953488,0.5023255813953489,4.0,9,0.0,1,1,43,11.0,0.0,0.0,1.0,64.0,40,26.0,185.0,71.0
1,19,3,0,0.22093023255813954,0.2395833333333333,0.2790697674418605,0.5186531007751938,10.0,7,0.0,5,0,86,13.0,13.0,69.0,8.0,94.0,33,22.0,165.0,71.0
10,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,3,0.0,3.0,46.0,3.0,21.0,210,24.0,205.0,74.0
11,516,171,28,0.2329571106094808,0.2857725234406849,0.3331828442437923,0.6189553676844772,209.0,249,20.0,114,12,2215,443.0,430.0,1909.0,117.0,19.0,781,22.0,165.0,69.0
2,14,3,0,0.2545454545454545,0.29508196721311475,0.3272727272727273,0.622354694485842,7.0,9,0.0,2,1,55,3.0,0.0,1.0,0.0,70.0,20,27.0,200.0,74.0
6,58,16,6,0.2815533980582524,0.3333333333333333,0.4320388349514563,0.7653721682847896,26.0,30,2.0,9,2,206,53.0,7.0,164.0,9.0,81.0,227,23.0,200.0,74.0
7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,6,5.0,1.0,46.0,5.0,22.0,182,26.0,185.0,75.0
1,8,6,1,0.1095890410958904,0.17721518987341772,0.1917808219178082,0.3689960117912259,2.0,7,0.0,1,1,73,27.0,2.0,10.0,1.0,27.0,29,25.0,205.0,75.0
9,454,271,42,0.2290615539858729,0.3271391529818496,0.351664984863774,0.6788041378456235,169.0,271,16.0,95,11,1982,372.0,6.0,52.0,29.0,52.0,731,19.0,185.0,70.0
2,2,1,0,0.05263157894736842,0.07142857142857142,0.05263157894736842,0.12406015037593986,1.0,2,0.0,0,0,38,15.0,1.0,30.0,1.0,63.0,70,25.0,190.0,71.0
3,13,5,0,0.14606741573033707,0.18,0.14606741573033707,0.32606741573033704,7.0,6,0.0,0,0,89,32.0,5.0,67.0,7.0,90.0,68,27.0,170.0,70.0
8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0.0,5.0,35.0,5.0,24.0,134,25.0,210.0,76.0
3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,1.0,0.0,4.0,0.0,64.0,14,31.0,190.0,71.0
9,637,146,72,0.30004710315591143,0.3482220294882914,0.4738577484691474,0.8220797779574388,300.0,285,2.0,131,11,2123,451.0,87.0,88.0,15.0,18.0,680,23.0,210.0,76.0
9,434,155,31,0.23345884884346424,0.29172714078374457,0.3378160301237224,0.629543170907467,211.0,194,14.0,87,7,1859,330.0,174.0,1078.0,75.0,19.0,707,25.0,170.0,74.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,0.0,1.0,0.0,31.0,8,24.0,210.0,74.0
7,18,9,1,0.12,0.15428571428571428,0.16,0.3142857142857143,10.0,7,0.0,3,0,150,67.0,1.0,98.0,2.0,76.0,143,22.0,180.0,72.0
2,1,1,0,0.125,0.2222222222222222,0.25,0.4722222222222222,0.0,1,0.0,1,0,8,1.0,0.0,2.0,0.0,88.0,3,24.0,170.0,72.0
2,9,1,2,0.21428571428571427,0.2325581395348837,0.3809523809523809,0.6135105204872646,12.0,3,0.0,1,0,42,8.0,0.0,13.0,2.0,72.0,35,24.0,185.0,70.0
2,42,16,0,0.21212121212121213,0.2648401826484018,0.2272727272727273,0.4921129099211291,5.0,20,1.0,3,0,198,27.0,38.0,183.0,10.0,58.0,96,25.0,165.0,70.0
6,12,8,0,0.13793103448275862,0.18867924528301888,0.13793103448275862,0.3266102797657775,3.0,6,0.0,0,0,87,32.0,7.0,111.0,13.0,33.0,141,25.0,190.0,71.0
8,15,6,0,0.09803921568627452,0.1160220994475138,0.1111111111111111,0.2271332105586249,4.0,9,2.0,0,1,153,84.0,12.0,148.0,9.0,22.0,218,24.0,195.0,77.0
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,1.0,0.0,1.0,0.0,95.0,2,22.0,202.0,75.0
